song_name,valence,energy,danceability,acousticness,tempo,liveness,mood
Chewing Gum,0.217,0.515,0.622,0.144,168.265,0.1939999999999999,Chill
Under The Sun (with J. Cole & Lute feat. DaBaby),0.163,0.64,0.691,0.511,138.672,0.409,Chill
Blue Plastic,0.263,0.617,0.603,0.0195,110.007,0.0995,Chill
Chicago Freestyle (feat. Giveon),0.0397,0.449,0.735,0.629,122.947,0.113,Party
Not You Too (feat. Chris Brown),0.316,0.452,0.4579999999999999,0.342,172.636,0.0703,Chill
Losses,0.505,0.57,0.551,0.28,171.37400000000002,0.424,Chill
LIKE I WANT YOU,0.437,0.355,0.64,0.76,119.513,0.114,Chill
Over the Rainbow,0.613,0.7020000000000001,0.7090000000000001,0.0114,123.622,0.387,Party
Empty,0.43,0.488,0.7070000000000001,0.291,139.89,0.126,Party
Ain't Nothing Changed,0.149,0.6629999999999999,0.753,0.505,180.02200000000002,0.115,Party
Deep Fried Frenz,0.5529999999999999,0.669,0.647,0.0823,192.538,0.342,Motivational
Where Did You Go,0.209,0.611,0.589,0.0805,121.99,0.846,Chill
Tequila Sunrise (feat. Barron Ricks),0.555,0.63,0.547,0.0123,192.733,0.14,Motivational
Hollow Bones,0.845,0.631,0.487,0.645,150.95600000000002,0.401,Happy
God Bless Mary,0.387,0.899,0.492,0.0659,120.667,0.126,Chill
Billionaire (feat. Bruno Mars),0.659,0.6729999999999999,0.633,0.297,173.55200000000002,0.206,Motivational
Revenge,0.264,0.715,0.851,0.073,111.987,0.1119999999999999,Chill
Sunshine,0.467,0.725,0.622,0.128,182.796,0.34,Chill
BB (BODYBAG),0.253,0.435,0.8059999999999999,0.473,139.971,0.0976,Party
MAGIC,0.4379999999999999,0.465,0.912,0.371,136.001,0.313,Party
Changes,0.3379999999999999,0.326,0.478,0.4679999999999999,137.04,0.3229999999999999,Sad
Rose Golden,0.588,0.762,0.594,0.426,139.93200000000002,0.085,Motivational
Wings,0.349,0.33,0.6559999999999999,0.818,119.057,0.107,Sad
Amphetamine,0.401,0.532,0.619,0.715,120.019,0.0953,Chill
Make the Most (feat. H.E.R.),0.8370000000000001,0.693,0.5920000000000001,0.366,156.246,0.0807,Happy
Catch Up,0.597,0.711,0.83,0.187,112.118,0.0954,Motivational
"Something to Rap About (feat. Tyler, The Creator)",0.412,0.524,0.406,0.469,112.092,0.1169999999999999,Chill
Skinny Suge,0.161,0.52,0.489,0.7909999999999999,131.076,0.108,Chill
1995,0.579,0.481,0.7979999999999999,0.1009999999999999,180.376,0.196,Chill
D'Evils,0.6559999999999999,0.586,0.784,0.00558,132.16899999999998,0.106,Party
Bounce,0.523,0.415,0.805,0.152,132.816,0.105,Chill
VINTAGE DIOR,0.698,0.414,0.716,0.8740000000000001,147.974,0.136,Chill
Lemonade,0.228,0.385,0.7440000000000001,0.104,160.033,0.124,Sad
drugz,0.0515,0.414,0.583,0.0491,196.034,0.3929999999999999,Chill
Hey Mama,0.347,0.754,0.583,0.0593,191.568,0.113,Chill
PTSD,0.805,0.8079999999999999,0.883,0.0317,119.012,0.207,Happy
MTV Steez,0.588,0.722,0.409,0.7140000000000001,172.46099999999998,0.146,Motivational
Masta,0.376,0.825,0.35,0.319,164.6,0.166,Chill
Bitter,0.342,0.428,0.59,0.7929999999999999,163.778,0.125,Chill
"The Look of Love, Pt. 1",0.5329999999999999,0.586,0.873,0.191,185.814,0.0849,Party
Bada$$ Savior,0.8690000000000001,0.961,0.3979999999999999,0.578,172.301,0.613,Happy
Terriblemix,0.7809999999999999,0.845,0.5710000000000001,0.365,180.33900000000003,0.461,Happy
Consensualrapmix,0.467,0.752,0.634,0.866,175.8,0.0988,Energetic
Tommy Lee (feat. Post Malone),0.634,0.621,0.457,0.218,170.718,0.0944,Motivational
GO (feat. Juice WRLD),0.5720000000000001,0.7440000000000001,0.544,0.185,147.398,0.336,Motivational
Kamikaze,0.556,0.5710000000000001,0.792,0.301,199.998,0.1,Party
Me and My Guitar,0.68,0.5870000000000001,0.644,0.473,173.972,0.0759,Chill
Crush,0.267,0.517,0.7559999999999999,0.341,110.064,0.103,Chill
Nightcrawler (feat. Method Man),0.853,0.764,0.852,0.362,195.996,0.133,Happy
Pencil Pushing,0.482,0.848,0.7190000000000001,0.318,179.954,0.4,Energetic
Whirlwind Thru Cities,0.72,0.857,0.8440000000000001,0.201,180.564,0.5379999999999999,Happy
On & On,0.655,0.561,0.7859999999999999,0.67,179.7,0.125,Party
Sometimes,0.831,0.505,0.767,0.505,121.884,0.125,Party
Gifted,0.638,0.8140000000000001,0.607,0.392,178.49400000000003,0.513,Energetic
See the Sun,0.639,0.6920000000000001,0.687,0.7120000000000001,179.59,0.46,Motivational
Let Go,0.6920000000000001,0.498,0.87,0.046,110.019,0.146,Chill
yesterday,0.129,0.573,0.583,0.00214,175.84400000000002,0.152,Chill
absolute in doubt,0.265,0.655,0.733,0.0246,138.023,0.156,Party
ghost girl,0.317,0.823,0.52,0.281,160.07,0.125,Chill
big city blues,0.298,0.665,0.589,0.0545,149.95600000000002,0.221,Chill
Neighbourhood,0.555,0.61,0.7509999999999999,0.6409999999999999,138.059,0.11,Party
"...And To Those I Love, Thanks For Sticking Around",0.11,0.512,0.792,0.13,113.978,0.14,Chill
Bassment Jazz,0.569,0.682,0.72,0.733,173.99200000000002,0.109,Party
Riot,0.151,0.542,0.509,0.019,195.534,0.23,Chill
the interlude that never ends,0.094,0.2319999999999999,0.597,0.831,157.82399999999998,0.0723,Sad
nineteen,0.289,0.624,0.5670000000000001,0.00851,131.983,0.0954,Chill
Sick and Tired,0.489,0.495,0.747,0.151,145.095,0.146,Party
CAROUSEL,0.551,0.773,0.541,0.13,149.887,0.215,Motivational
Human (feat. Night Lovell),0.389,0.625,0.757,0.336,146.023,0.129,Party
Prospect (ft. Lil Baby),0.43,0.579,0.816,0.203,120.078,0.127,Party
Pretty Girls,0.62,0.511,0.732,0.276,193.892,0.0916,Party
I Can't Sleep,0.268,0.6559999999999999,0.622,0.00862,135.006,0.12,Chill
Sniper Elite,0.574,0.913,0.497,0.1169999999999999,181.352,0.344,Motivational
Answers,0.517,0.6629999999999999,0.606,0.201,171.4,0.2269999999999999,Motivational
Hityawitdat,0.685,0.8170000000000001,0.8240000000000001,0.1689999999999999,181.092,0.354,Energetic
Tha Shiznit,0.6809999999999999,0.691,0.769,0.00197,193.584,0.298,Party
Phantoms,0.296,0.508,0.857,0.0958,174.03599999999997,0.129,Party
Tyler,0.723,0.5670000000000001,0.908,0.282,195.98,0.119,Party
Wash Us In The Blood,0.381,0.847,0.67,0.184,137.22,0.304,Energetic
Envy Me,0.584,0.488,0.74,0.2339999999999999,149.042,0.241,Chill
doll,0.129,0.725,0.4539999999999999,0.126,155.0,0.0808,Chill
Angeldust,0.0987,0.374,0.405,0.222,118.048,0.107,Sad
Rather Do,0.722,0.545,0.8590000000000001,0.853,128.0,0.0928,Party
Fall In Love,0.784,0.5429999999999999,0.7959999999999999,0.0486,182.424,0.124,Party
Whole Wide World,0.39,0.7509999999999999,0.326,0.6659999999999999,177.065,0.0918,Chill
2000 Seasons,0.846,0.7340000000000001,0.767,0.148,186.216,0.923,Happy
Selfish,0.49,0.597,0.71,0.221,191.538,0.432,Party
sex money feelings die - slowed version,0.436,0.44,0.797,0.471,111.014,0.0849,Chill
Forever,0.0666,0.493,0.5579999999999999,0.00584,105.056,0.11,Chill
All The Things You're Searching For (feat. Kossisko & Ashley Benson),0.424,0.564,0.626,0.6940000000000001,153.082,0.489,Chill
West Coast Love,0.5870000000000001,0.65,0.696,0.0066599999999999,183.99400000000003,0.14,Motivational
Stay High,0.433,0.5,0.745,0.439,153.936,0.0943,Party
Life's A Mess (feat. Halsey),0.177,0.446,0.63,0.337,143.078,0.166,Chill
Hate The Other Side (with Marshmello & The Kid Laroi),0.647,0.65,0.701,0.291,180.00599999999997,0.1119999999999999,Party
Up Up And Away,0.486,0.665,0.6609999999999999,0.5379999999999999,150.118,0.0981,Chill
The Woo (feat. 50 Cent & Roddy Ricch),0.286,0.618,0.49,0.0221,199.4,0.259,Chill
Chucky Cheese,0.565,0.542,0.89,0.523,156.916,0.123,Party
Pan-Fried (feat. Kojo Funds),0.248,0.7020000000000001,0.6779999999999999,0.0681,204.622,0.212,Chill
Xxplosive,0.929,0.88,0.765,0.176,168.96,0.139,Happy
Jump Up Quickly,0.437,0.537,0.777,0.0276,141.055,0.146,Party
Bloom,0.816,0.3989999999999999,0.7490000000000001,0.261,179.94400000000002,0.0949,Chill
Loose Ends,0.363,0.675,0.79,0.166,181.922,0.103,Party
Damselfly,0.54,0.596,0.82,0.517,189.936,0.358,Party
Back Home,0.289,0.124,0.6559999999999999,0.8540000000000001,184.122,0.228,Sad
ODE 2 U,0.346,0.212,0.7909999999999999,0.753,190.148,0.0753,Sad
Cookie Chips,0.555,0.635,0.4579999999999999,0.45,183.852,0.114,Motivational
The Light,0.2319999999999999,0.595,0.497,0.00528,171.322,0.136,Chill
No Explanation,0.604,0.7,0.665,0.16,173.922,0.381,Motivational
Shine,0.4679999999999999,0.619,0.447,0.0851,157.14,0.0965,Chill
Like This,0.848,0.691,0.8690000000000001,0.0165,181.926,0.0795,Happy
U Like My Style,0.7509999999999999,0.434,0.8270000000000001,0.081,168.00599999999997,0.198,Chill
TITLE TRACK,0.523,0.46,0.764,0.8640000000000001,156.02,0.1369999999999999,Chill
327,0.6709999999999999,0.701,0.42,0.8320000000000001,159.43200000000002,0.103,Motivational
Grown Man Sport,0.607,0.757,0.8009999999999999,0.478,176.05,0.163,Energetic
Ganja Smuggling,0.526,0.427,0.78,0.128,143.33,0.0697,Chill
Sometimes I Rhyme Slow,0.66,0.682,0.764,0.0727,108.335,0.1119999999999999,Romantic
LoveKills!!!,0.972,0.482,0.7140000000000001,0.024,166.387,0.211,Chill
Wreckonize - Remix Vocal,0.5589999999999999,0.451,0.775,0.296,185.972,0.123,Chill
2 for 1,0.723,0.66,0.804,0.178,165.94400000000002,0.25,Happy
Bad Name - Remix,0.799,0.789,0.6779999999999999,0.215,192.126,0.341,Happy
Nappy Heads - Remix,0.642,0.456,0.774,0.1369999999999999,194.218,0.109,Chill
Summer Playlists,0.125,0.434,0.555,0.528,201.032,0.102,Chill
Same Niggas,0.6859999999999999,0.6920000000000001,0.787,0.223,165.988,0.183,Party
Temperature's Rising (feat. Crystal Johnson),0.7190000000000001,0.823,0.804,0.0812,174.644,0.0794,Happy
Acid Raindrops,0.613,0.684,0.8590000000000001,0.4479999999999999,183.202,0.2019999999999999,Party
The Climb Back,0.287,0.569,0.61,0.0398,162.81799999999998,0.337,Chill
Lion King On Ice,0.2269999999999999,0.6629999999999999,0.732,0.0819,139.964,0.115,Party
make up,0.584,0.474,0.7809999999999999,0.119,175.23,0.0685,Chill
Souvenir,0.8220000000000001,0.49,0.6729999999999999,0.716,152.82,0.125,Chill
Blue,0.41,0.7240000000000001,0.607,0.245,197.256,0.0884,Chill
True & Livin',0.556,0.7709999999999999,0.531,0.0386,163.80200000000002,0.769,Motivational
Miles Davis,0.5489999999999999,0.7240000000000001,0.579,0.0659,169.86,0.73,Motivational
The American Dream,0.455,0.616,0.7440000000000001,0.0188,187.612,0.143,Party
MAYBE,0.156,0.532,0.606,0.00554,178.158,0.292,Chill
TELL ME WHY,0.4629999999999999,0.723,0.6,0.109,149.881,0.1669999999999999,Chill
Wu-Tang: 7th Chamber - Part II - Conclusion,0.516,0.46,0.875,0.47,184.108,0.507,Chill
Me and You,0.198,0.614,0.613,0.0143,187.968,0.094,Chill
Planned Attack,0.434,0.557,0.6809999999999999,0.0781,177.364,0.1639999999999999,Chill
Blessings,0.489,0.569,0.8009999999999999,0.0897,135.04,0.1009999999999999,Party
For A Minute,0.8270000000000001,0.778,0.711,0.0273,160.018,0.103,Happy
"U Say (feat. Tyler, The Creator & Jay Prince)",0.4579999999999999,0.68,0.926,0.0471,114.981,0.119,Chill
Ain't That Funkin' Kinda Hard on You? - We Ain't Neva Gonna Stop Remix,0.632,0.8740000000000001,0.635,0.156,179.79,0.245,Energetic
mirror,0.66,0.6890000000000001,0.515,0.809,148.804,0.122,Motivational
Feather (feat. Cise Starr & Akin from CYNE),0.8809999999999999,0.7490000000000001,0.565,0.655,180.598,0.106,Happy
Party All The Time,0.3339999999999999,0.456,0.5479999999999999,0.763,103.283,0.0991,Chill
Endless Summer feat. Raury,0.483,0.665,0.7340000000000001,0.711,204.046,0.114,Party
Everything,0.4,0.521,0.726,0.2239999999999999,149.952,0.183,Party
Luminescence,0.767,0.833,0.545,0.622,174.062,0.426,Happy
Strictly 4 My Jeeps,0.462,0.8009999999999999,0.659,0.4479999999999999,193.996,0.14,Energetic
Real,0.563,0.757,0.5329999999999999,0.0786,177.21400000000003,0.33,Motivational
"Palace/Curse (feat. Steve Lacy, feat. Tyler, The Creator, feat. Tyler, The Creator & Steve Lacy)",0.261,0.625,0.447,0.0351,134.208,0.243,Chill
Bounce,0.52,0.415,0.805,0.151,132.815,0.105,Chill
HONEST,0.373,0.536,0.6759999999999999,0.4029999999999999,158.07399999999998,0.105,Chill
Pretty,0.767,0.853,0.679,0.195,152.128,0.132,Happy
Drop Top Lexus,0.191,0.4589999999999999,0.898,0.099,130.165,0.126,Party
Right On,0.758,0.769,0.8170000000000001,0.0136,187.938,0.456,Happy
Sunday,0.645,0.795,0.649,0.344,149.97299999999998,0.31,Energetic
"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2007 Remaster",0.713,0.726,0.807,0.103,106.356,0.297,Happy
Zonin',0.38,0.963,0.654,0.00975,187.0,0.427,Energetic
Stretch and Bobbito Show '95,0.775,0.586,0.619,0.6409999999999999,181.194,0.135,Chill
Move Me,0.521,0.52,0.763,0.151,105.02,0.0974,Chill
The Best,0.6659999999999999,0.91,0.6829999999999999,0.256,182.31,0.0995,Energetic
Because I Got It Like That,0.5379999999999999,0.916,0.9,0.22,205.832,0.0323,Energetic
Killa Cam,0.522,0.7879999999999999,0.67,0.0104,160.064,0.492,Energetic
Reflex,0.302,0.494,0.693,0.139,135.02200000000002,0.111,Chill
Hair Down (feat. Kendrick Lamar),0.4679999999999999,0.49,0.7929999999999999,0.25,120.099,0.432,Party
Desoleil (Brilliant Corners),0.1159999999999999,0.483,0.826,0.609,131.88299999999998,0.145,Party
Sprague Street,0.624,0.871,0.7440000000000001,0.452,180.166,0.105,Energetic
Young Man,0.211,0.564,0.5720000000000001,0.0358,107.986,0.401,Chill
Cocoa Butter,0.632,0.8370000000000001,0.622,0.114,171.84400000000002,0.187,Energetic
Pink Cocaine,0.8270000000000001,0.674,0.5589999999999999,0.505,174.234,0.133,Happy
Suede Jaw,0.5539999999999999,0.667,0.934,0.0138,104.249,0.447,Motivational
Let's Get Blown,0.7170000000000001,0.634,0.939,0.409,106.008,0.233,Happy
Summertime,0.441,0.735,0.6679999999999999,0.0138,190.218,0.879,Chill
On Ill,0.492,0.282,0.779,0.17,171.952,0.344,Party
I Juswanna Chill,0.391,0.8009999999999999,0.754,0.184,181.686,0.132,Energetic
Peachfuzz,0.462,0.5,0.895,0.569,113.811,0.0937,Chill
Cold Rock a Party,0.7440000000000001,0.7440000000000001,0.8959999999999999,0.192,185.82,0.108,Happy
Nothin' At All (feat. Skoolie 300),0.491,0.588,0.628,0.341,166.26,0.406,Chill
Snow On Tha Bluff,0.235,0.512,0.586,0.723,151.714,0.119,Chill
Runnin,0.346,0.688,0.8190000000000001,0.00707,143.054,0.158,Party
Clouded,0.581,0.344,0.583,0.774,130.406,0.143,Chill
Fuck The World (Summer in London),0.2339999999999999,0.281,0.679,0.873,149.99200000000002,0.215,Sad
Excitement,0.0384,0.6809999999999999,0.474,0.0263,121.96,0.0972,Chill
Nothin' at All,0.71,0.674,0.768,0.524,179.82,0.109,Happy
Ruffneck,0.878,0.902,0.7090000000000001,0.0364,204.317,0.0219,Happy
You Gots To Chill,0.8540000000000001,0.8140000000000001,0.882,0.089,199.378,0.16,Happy
90's Green Screen,0.437,0.871,0.488,0.153,177.88,0.868,Chill
Wait,0.374,0.344,0.49,0.752,115.087,0.14,Sad
Just Another Day...,0.26,0.365,0.677,0.316,173.861,0.222,Sad
Summer,0.165,0.247,0.634,0.5539999999999999,159.782,0.387,Sad
Mask On,0.3429999999999999,0.5670000000000001,0.7290000000000001,0.353,130.942,0.236,Party
Fallin',0.14,0.6809999999999999,0.8190000000000001,0.0311,153.96,0.1009999999999999,Party
Tonight's Da Night,0.866,0.687,0.6970000000000001,0.26,180.49400000000003,0.4029999999999999,Happy
Better Days,0.6,0.91,0.716,0.73,180.002,0.212,Energetic
Next To You,0.5589999999999999,0.439,0.639,0.0375,141.408,0.0699,Chill
Microphonist Wanderlust,0.6509999999999999,0.431,0.831,0.188,175.91,0.123,Chill
Appreciate,0.736,0.519,0.7759999999999999,0.0479,181.69,0.0979,Party
Kyoto,0.203,0.716,0.623,0.22,116.914,0.113,Chill
Baby,0.503,0.332,0.774,0.784,180.06,0.0701,Chill
Warm (feat. Mia),0.434,0.297,0.662,0.888,188.046,0.119,Chill
Real Smooth,0.828,0.804,0.759,0.3379999999999999,200.35,0.192,Happy
Under the Hood,0.665,0.7170000000000001,0.569,0.3289999999999999,182.336,0.14,Motivational
All Good,0.212,0.502,0.794,0.235,168.83,0.108,Party
blind,0.165,0.74,0.32,0.0139999999999999,109.435,0.0595,Chill
Bite My Bones,0.235,0.108,0.645,0.0961,191.382,0.103,Sad
bout u,0.0899,0.445,0.6459999999999999,0.154,143.969,0.106,Chill
14 Til,0.905,0.5920000000000001,0.82,0.042,180.02,0.0712,Party
Fish (feat. Raekwon & Cappadonna),0.586,0.723,0.728,0.024,172.00599999999997,0.306,Party
Underworld,0.4629999999999999,0.5329999999999999,0.633,0.586,171.938,0.348,Chill
All I Need (feat. Gift of Gab),0.812,0.787,0.705,0.311,194.222,0.369,Happy
"Kick, Push",0.512,0.809,0.652,0.1639999999999999,189.572,0.175,Energetic
I Wonder (feat. Iamddb + Fox),0.6859999999999999,0.293,0.581,0.413,180.293,0.176,Chill
Rule of the Gun (Remix),0.833,0.579,0.614,0.385,180.286,0.211,Chill
Get Yours (Remix),0.758,0.743,0.853,0.0636,187.972,0.107,Happy
FlabberGasted,0.636,0.8009999999999999,0.748,0.0889,195.967,0.0929,Energetic
Take a Moment,0.452,0.565,0.8079999999999999,0.198,184.03,0.113,Party
gucci mane,0.2739999999999999,0.555,0.289,0.0208,147.064,0.251,Chill
worlds away,0.758,0.647,0.6459999999999999,5.79e-05,155.111,0.0417,Happy
we think too much,0.114,0.422,0.532,0.0964,125.013,0.0955,Chill
Once an Addict - Interlude,0.138,0.473,0.623,0.626,168.132,0.119,Chill
Sextasy,0.259,0.416,0.784,0.0546,147.994,0.1119999999999999,Party
FAR AWAY,0.544,0.848,0.5720000000000001,0.00699,165.952,0.118,Motivational
I Do - Edited,0.54,0.675,0.899,0.0577,170.014,0.315,Party
Fired Up,0.5489999999999999,0.8059999999999999,0.836,0.0279999999999999,179.93599999999998,0.108,Energetic
Sets Go Up (feat. Wacko),0.503,0.909,0.713,0.0954,130.941,0.0836,Energetic
Do Your Thing,0.73,0.76,0.721,0.354,160.025,0.344,Happy
Chin Check,0.838,0.775,0.906,0.0831,200.108,0.15,Happy
Fuck Tha Police,0.722,0.8420000000000001,0.848,0.00827,197.394,0.0772,Happy
2 Of Amerikaz Most Wanted,0.845,0.8759999999999999,0.853,0.0426,198.472,0.0548,Happy
In Da Club,0.805,0.72,0.902,0.26,180.118,0.0749,Happy
Poppin' Them Thangs,0.913,0.81,0.765,0.253,176.05200000000002,0.0858,Happy
Gangsta Nation,0.675,0.7,0.843,0.127,190.1,0.8759999999999999,Party
Gangsta's Paradise (feat. L.V.),0.415,0.63,0.6409999999999999,0.0372,159.91,0.4,Chill
Grillz,0.843,0.514,0.863,0.0419,165.97,0.301,Party
Hoo-Bangin',0.361,0.442,0.913,0.0373,184.274,0.0941,Party
Outta Control - Remix,0.588,0.631,0.77,0.0273,184.01,0.0644,Party
You Don't Know,0.747,0.8640000000000001,0.767,0.0116,170.95,0.0957,Happy
The Real Slim Shady,0.759,0.662,0.949,0.0375,104.493,0.0558,Happy
Window Shopper,0.501,0.6970000000000001,0.54,0.0948,174.31099999999998,0.436,Motivational
Have A Party,0.782,0.852,0.7609999999999999,0.13,196.0,0.621,Happy
Sunshine (feat. Lea),0.792,0.387,0.8140000000000001,0.0248,187.922,0.131,Chill
Ni**as In Paris,0.769,0.8590000000000001,0.7879999999999999,0.127,140.02700000000002,0.348,Happy
Lowrider,0.6809999999999999,0.65,0.91,0.0026,197.25,0.198,Party
Western Ways,0.532,0.5820000000000001,0.855,0.000364,198.064,0.092,Party
Here Come the Horns,0.556,0.628,0.841,0.00165,204.016,0.276,Party
Sing Your Favorite,0.703,0.633,0.76,0.0884,135.89600000000002,0.0937,Happy
What's Golden,0.7859999999999999,0.8079999999999999,0.833,0.0643,188.016,0.272,Happy
Si Señor,0.713,0.8320000000000001,0.8420000000000001,0.0401,188.01,0.433,Happy
I'm Real - Murder Remix,0.5579999999999999,0.6659999999999999,0.682,0.418,167.03599999999997,0.087,Motivational
Gangster Lokos,0.6809999999999999,0.6409999999999999,0.831,0.123,159.986,0.326,Party
Brujeria,0.795,0.8640000000000001,0.379,0.104,205.989,0.38,Happy
Slow Loud & Bangin,0.276,0.73,0.643,0.127,131.895,0.217,Chill
Rolling Like a Boss,0.6829999999999999,0.657,0.659,0.0822,154.076,0.715,Motivational
W.I.N.N.E.,0.5539999999999999,0.7709999999999999,0.7140000000000001,0.011,184.21,0.251,Energetic
Wat Echt Is,0.6579999999999999,0.649,0.667,0.0232,179.99,0.052,Motivational
Real Quick - Original,0.425,0.885,0.772,0.606,179.77200000000002,0.481,Energetic
Come Up,0.82,0.843,0.802,0.0987,195.834,0.0603,Happy
She Got It,0.2689999999999999,0.745,0.53,0.00436,134.06799999999998,0.345,Chill
Toast,0.578,0.585,0.8,0.0034,196.164,0.2339999999999999,Party
Lights Low,0.541,0.879,0.765,0.0555,142.332,0.134,Energetic
Fantasy (feat. Sutton),0.54,0.7709999999999999,0.6890000000000001,0.0436,115.051,0.134,Energetic
From The Bottom,0.621,0.764,0.654,0.09,170.18,0.121,Energetic
Hands Out (feat. Young Verse),0.4,0.863,0.685,0.0268,128.097,0.133,Energetic
That's Right (feat. Akon) - Explicit Album Version,0.5920000000000001,0.7070000000000001,0.821,0.0603,174.06599999999997,0.2689999999999999,Party
That'z My Name - Tha Clean,0.942,0.623,0.93,0.0319,204.0,0.0866,Happy
Do Ya Thing (feat. Young Dro),0.7040000000000001,0.763,0.754,0.32,159.963,0.143,Happy
Ooh Ahh (My Life Be Like) (feat. Toby Mac),0.823,0.862,0.757,0.114,198.042,0.285,Happy
There It Go (The Whistle Song),0.595,0.892,0.942,0.023,200.014,0.264,Energetic
Furious,0.8440000000000001,0.8490000000000001,0.816,0.0811,188.014,0.0616,Happy
How Low,0.418,0.498,0.785,0.00248,143.96,0.2239999999999999,Party
Bandoleros,0.79,0.8959999999999999,0.662,0.318,181.24400000000003,0.186,Happy
Black Betty - Edit,0.35,0.865,0.562,2.0600000000000003e-05,124.047,0.2189999999999999,Chill
LAX - Clean Album Version,0.267,0.918,0.5529999999999999,0.00295,181.346,0.583,Chill
Six Days - Remix,0.718,0.943,0.6409999999999999,0.0351,171.81099999999998,0.3279999999999999,Happy
Getting Loose (feat. Problem),0.21,0.439,0.9,0.111,203.96400000000003,0.0964,Party
Act A Fool,0.775,0.906,0.573,0.2289999999999999,110.64,0.183,Happy
Let's Go (feat. Big D & Twista),0.519,0.767,0.748,0.0267,133.929,0.3339999999999999,Energetic
RUN,0.794,0.87,0.5920000000000001,0.00432,180.13,0.0596,Happy
BodyBounce (feat. Akon),0.4579999999999999,0.599,0.838,0.0102,118.119,0.151,Chill
"Flex (Ooh, Ooh, Ooh)",0.8909999999999999,0.607,0.726,0.0389,163.99400000000003,0.19,Happy
Tapout,0.306,0.547,0.738,0.0522,142.05200000000002,0.109,Party
Going Bad (feat. Drake),0.544,0.496,0.889,0.259,172.00599999999997,0.252,Chill
On The Road (feat. Meek Mill & Lil Baby),0.21,0.737,0.442,0.0589,112.93,0.102,Chill
About the Money (feat. Young Thug),0.552,0.721,0.81,0.0487,203.99400000000003,0.0886,Party
Party We Will Throw Now!,0.7120000000000001,0.562,0.934,0.0476,193.584,0.0608,Party
And You Know That,0.477,0.601,0.835,0.031,206.01,0.115,Party
Georgia Dome (Get Low Sequel),0.6679999999999999,0.69,0.7340000000000001,0.0002,203.996,0.0951,Party
Like A Pimp,0.911,0.858,0.846,0.00503,144.082,0.0772,Happy
Play,0.586,0.6579999999999999,0.8370000000000001,0.000213,190.054,0.243,Party
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),0.5379999999999999,0.677,0.767,0.0339,146.155,0.144,Party
"Ante Up (feat. Busta Rhymes, Teflon & Remi Martin) - Remix",0.8029999999999999,0.894,0.68,0.0206,188.178,0.462,Happy
If We Ever Meet Again (Featuring Katy Perry),0.3939999999999999,0.605,0.652,0.00481,126.091,0.0605,Chill
Bounce,0.2289999999999999,0.774,0.57,0.32,131.928,0.1989999999999999,Chill
Mustang Nismo,0.3279999999999999,0.725,0.659,0.00252,199.96400000000003,0.179,Chill
Nothin' Like Me (feat. Ty Dolla $ign),0.431,0.547,0.8540000000000001,0.0286,197.98,0.0709,Party
Dip (feat. Nicki Minaj),0.43,0.5429999999999999,0.885,0.0311,198.052,0.154,Party
Ric Flair Drip (& Metro Boomin),0.3329999999999999,0.428,0.88,0.149,200.014,0.114,Party
Stressed Out,0.648,0.637,0.7340000000000001,0.0462,169.977,0.0602,Party
X,0.8220000000000001,0.6779999999999999,0.936,0.0795,193.822,0.0838,Happy
Get Your Walk On,0.802,0.74,0.909,0.0562,195.71,0.0593,Happy
I'm A Hustla - Street Mix/ Dirty Version,0.618,0.913,0.727,0.283,181.97,0.527,Energetic
How We Do,0.637,0.648,0.862,0.0455,196.024,0.0332,Party
Disco Inferno,0.71,0.659,0.925,0.206,194.036,0.2789999999999999,Happy
Playa's Only (feat. The Game),0.502,0.735,0.818,0.1159999999999999,196.772,0.285,Party
Welcome to Detroit (feat. Eminem),0.529,0.8690000000000001,0.588,0.22,182.256,0.585,Motivational
Crank That (Soulja Boy),0.8029999999999999,0.74,0.736,0.515,140.141,0.0468,Happy
On Fire,0.429,0.825,0.759,0.0923,189.71400000000003,0.24,Energetic
Run It! (feat. Juelz Santana),0.212,0.482,0.846,0.0246,201.938,0.3929999999999999,Party
Satisfy You,0.695,0.594,0.764,0.591,174.52200000000002,0.145,Party
Wall To Wall,0.579,0.54,0.596,0.00398,188.003,0.127,Chill
Pump It Up,0.67,0.847,0.484,0.0373,105.048,0.118,Motivational
Just Fuckin (feat. Bosko),0.7909999999999999,0.557,0.895,0.263,190.012,0.373,Party
Flow On,0.627,0.479,0.84,0.178,188.206,0.307,Chill
Let's Ride,0.427,0.753,0.621,0.0036,182.062,0.0895,Energetic
GAH DAMN HIGH,0.555,0.604,0.7090000000000001,0.0155,139.11,0.119,Party
Peaches & Cream (feat. P. Diddy),0.775,0.537,0.706,0.00887,203.746,0.129,Party
Who Dat Girl (feat. Akon),0.625,0.616,0.7190000000000001,0.00683,124.963,0.0742,Party
Good Life,0.485,0.792,0.456,0.0036899999999999,165.998,0.0648,Chill
Smack That,0.932,0.743,0.94,0.317,118.988,0.0909,Happy
Low (feat. T-Pain),0.304,0.609,0.918,0.0928,128.00799999999998,0.139,Party
The Seed (2.0),0.966,0.957,0.758,0.039,111.119,0.133,Happy
Crazy,0.612,0.741,0.835,0.0172,111.963,0.0826,Motivational
