song_name,valence,energy,danceability,acousticness,tempo,liveness,mood
Bands,0.5329999999999999,0.457,0.8340000000000001,0.21,158.00799999999998,0.0641,Chill
LA Flocker / Rackae,0.3989999999999999,0.43,0.61,0.0171,157.994,0.104,Chill
Choppa,0.573,0.688,0.68,0.00241,110.671,0.238,Motivational
Praise The Lord (Da Shine) (feat. Skepta),0.294,0.569,0.8540000000000001,0.0609,160.03,0.1,Party
Jumpman,0.6559999999999999,0.5529999999999999,0.852,0.0559,142.079,0.332,Party
Demi,0.309,0.608,0.81,0.00836,156.97799999999998,0.275,Party
44 Bars,0.3329999999999999,0.624,0.645,0.3329999999999999,184.188,0.204,Chill
No Smoke,0.804,0.736,0.6579999999999999,0.113,143.966,0.0978,Happy
Rich And Blind,0.445,0.624,0.638,0.0102,159.937,0.0944,Chill
Break A Bitch Bacc - Bonus,0.2339999999999999,0.682,0.899,0.0111,196.05,0.0768,Party
Sing For The Moment,0.185,0.8240000000000001,0.6679999999999999,0.0017,163.96099999999998,0.0426,Energetic
1 AM,0.295,0.65,0.901,0.0038,200.596,0.111,Party
I Don't Trust Shit,0.141,0.629,0.762,0.00265,195.754,0.153,Party
Oouuh,0.797,0.738,0.762,0.457,154.99200000000002,0.115,Happy
Bandaid,0.532,0.753,0.763,0.18,155.004,0.129,Energetic
Super Soaker,0.67,0.431,0.907,0.128,104.923,0.0791,Chill
"52 Bars, Pt. 2",0.69,0.8490000000000001,0.735,0.226,148.10299999999998,0.248,Energetic
Guten Tag,0.632,0.574,0.8079999999999999,0.309,141.013,0.18,Party
Freddy,0.6890000000000001,0.737,0.8059999999999999,0.191,127.925,0.3429999999999999,Party
When I'm Gone,0.765,0.74,0.515,0.0493,151.844,0.258,Happy
m.A.A.d city,0.217,0.7290000000000001,0.487,0.0538,182.096,0.44,Chill
High For Hours,0.684,0.446,0.87,0.449,191.036,0.16,Chill
Soul Food,0.257,0.863,0.48,0.0509,164.06,0.319,Chill
Thiago Silva,0.669,0.6729999999999999,0.667,0.0641,144.256,0.0975,Motivational
Kilos (feat. Aitch),0.738,0.8029999999999999,0.564,0.128,144.989,0.0791,Happy
Funky Friday,0.6709999999999999,0.535,0.975,0.0783,125.066,0.107,Party
Lock Arf,0.574,0.605,0.805,0.546,134.107,0.0834,Party
Friday (feat. DigDat),0.799,0.537,0.8690000000000001,0.326,145.06,0.313,Party
Netflix & Chill,0.631,0.619,0.8590000000000001,0.1369999999999999,132.01,0.0933,Party
Rain,0.83,0.87,0.871,0.0262,150.14700000000002,0.109,Happy
LO(V/S)ER,0.6609999999999999,0.831,0.9,0.207,139.987,0.0963,Energetic
Zika!,0.506,0.909,0.713,0.0522,189.922,0.0729,Energetic
Duh Nuh!,0.0863,0.779,0.8079999999999999,0.141,150.15200000000002,0.113,Energetic
Give or Take,0.389,0.574,0.7709999999999999,0.203,146.013,0.1889999999999999,Party
The Truth,0.75,0.633,0.6809999999999999,0.0441,159.99200000000002,0.12,Happy
Ride,0.5660000000000001,0.713,0.645,0.00835,149.97799999999998,0.113,Motivational
1992,0.8,0.765,0.857,0.08,163.05700000000002,0.149,Happy
Gang Unit,0.711,0.682,0.917,0.187,198.076,0.0938,Happy
Scam Jesus,0.967,0.321,0.852,0.0215,149.945,0.0288,Chill
Free Time,0.358,0.7090000000000001,0.737,0.4029999999999999,136.989,0.135,Party
Stressed Out,0.648,0.637,0.7340000000000001,0.0462,169.977,0.0602,Party
With Ease,0.926,0.5870000000000001,0.885,0.182,180.03599999999997,0.0709,Party
No Beef,0.5710000000000001,0.526,0.8270000000000001,0.00172,200.15,0.0859,Party
Choppa,0.181,0.401,0.81,0.0134,157.99,0.113,Party
Steppin',0.12,0.58,0.85,0.000404,160.055,0.0714,Party
Through Da Storm,0.621,0.49,0.71,0.128,148.702,0.0942,Chill
4Peat,0.215,0.515,0.914,0.0031,150.016,0.105,Party
Car Radio,0.612,0.519,0.7659999999999999,0.098,129.972,0.0855,Party
We Dreamin,0.8170000000000001,0.8740000000000001,0.755,0.483,200.094,0.22,Happy
Patty Cake,0.406,0.77,0.8059999999999999,0.0252,152.094,0.0645,Energetic
Untouchable,0.3979999999999999,0.79,0.768,0.0754,169.9,0.13,Energetic
We da Mob,0.475,0.513,0.753,0.182,160.02,0.134,Party
Kill Streak,0.523,0.7490000000000001,0.7709999999999999,0.0702,159.915,0.237,Party
Coca Cola,0.385,0.609,0.857,0.021,140.047,0.114,Party
Wavy,0.3379999999999999,0.472,0.89,0.0643,152.018,0.108,Party
OD,0.2319999999999999,0.507,0.8270000000000001,0.0901,151.108,0.111,Party
Timeout (feat. Pressa),0.7170000000000001,0.546,0.741,0.514,162.989,0.135,Party
IN THE BEGINNING,0.192,0.511,0.7859999999999999,0.41,200.09,0.0844,Party
Not A Rapper (feat. Lil Baby & Yo Gotti),0.557,0.715,0.888,0.128,120.106,0.0898,Party
No Friends,0.4639999999999999,0.773,0.7240000000000001,0.14,150.102,0.141,Energetic
EPIDEMIC,0.8490000000000001,0.422,0.55,0.109,139.892,0.172,Chill
Lil Big Bro Shit (feat. Sleepy Hallow),0.5589999999999999,0.479,0.871,0.401,142.063,0.0928,Chill
No Questions,0.486,0.7809999999999999,0.612,0.518,144.97899999999998,0.108,Energetic
Stuck Together (feat. Lil Baby),0.675,0.497,0.927,0.301,130.013,0.106,Chill
Wetty,0.524,0.6779999999999999,0.5379999999999999,0.0519,140.886,0.119,Motivational
New Bosses,0.382,0.593,0.8340000000000001,0.5379999999999999,136.114,0.11,Party
Project Dreams,0.7859999999999999,0.828,0.78,0.409,160.113,0.104,Happy
Niagara (feat. Lil Peep),0.0679,0.508,0.425,0.0639,130.83700000000002,0.244,Chill
Back off Me,0.2319999999999999,0.5660000000000001,0.7709999999999999,0.0939,146.09799999999998,0.109,Party
Feel It Too (It's Too Much),0.12,0.134,0.8959999999999999,0.0809,201.978,0.104,Sad
Lane Switching,0.601,0.6729999999999999,0.7140000000000001,0.0644,156.974,0.141,Party
RestInPeace,0.166,0.8109999999999999,0.539,0.016,119.965,0.206,Chill
Ginseng Strip 2002,0.386,0.7120000000000001,0.601,0.0848,114.998,0.479,Chill
Bounce,0.362,0.618,0.628,0.0113,110.007,0.109,Chill
Fight Club (Psychosis),0.563,0.693,0.963,0.215,112.007,0.115,Motivational
Knoccers,0.84,0.746,0.774,0.324,143.085,0.0934,Happy
Chun Li Shawty,0.7979999999999999,0.947,0.87,0.145,163.98,0.069,Happy
Blake Griffin (feat. Doe Boy),0.2769999999999999,0.715,0.687,0.0515,165.838,0.247,Chill
Headstone,0.7859999999999999,0.665,0.792,0.0196,180.002,0.597,Happy
Knotty Head,0.348,0.8590000000000001,0.69,0.24,157.95600000000002,0.0709,Energetic
Dark Cry$tal (feat. $uicide Boy$),0.295,0.74,0.767,0.0603,110.048,0.122,Chill
Rotisserie,0.446,0.67,0.8590000000000001,0.203,192.112,0.217,Party
Venom,0.591,0.624,0.7979999999999999,0.217,147.988,0.166,Party
El Guerro,0.5489999999999999,0.816,0.809,0.149,140.02100000000002,0.381,Energetic
Pusha Man,0.883,0.569,0.768,0.469,124.104,0.6779999999999999,Party
4 AM,0.2269999999999999,0.5,0.7959999999999999,0.118,150.024,0.155,Party
Down Below,0.34,0.4539999999999999,0.926,0.036,119.969,0.0896,Chill
Gnarly (feat. Lil Pump),0.51,0.784,0.764,0.469,144.981,0.123,Energetic
I'm Different,0.7040000000000001,0.7020000000000001,0.936,0.0473,195.048,0.0838,Happy
Summer Sixteen,0.0541,0.46,0.594,0.0035399999999999,146.274,0.147,Chill
She Will,0.0837,0.841,0.364,0.0004019999999999,200.28,0.242,Chill
First Day Out,0.381,0.711,0.5870000000000001,0.171,196.016,0.125,Chill
Good Drank,0.37,0.7759999999999999,0.836,0.2739999999999999,130.033,0.113,Energetic
Transportin',0.257,0.66,0.804,0.0319,188.106,0.103,Party
Pictures,0.348,0.6859999999999999,0.8740000000000001,0.00483,127.914,0.7070000000000001,Party
The Race - Remix,0.377,0.5479999999999999,0.75,0.00619,160.084,0.156,Party
This Ain't That,0.2189999999999999,0.68,0.716,0.114,152.94,0.366,Party
Start Wit Me (feat. Gunna),0.408,0.479,0.8859999999999999,0.077,130.029,0.135,Party
Gang Shit,0.6829999999999999,0.698,0.8440000000000001,0.0231,167.00799999999998,0.0722,Party
BUKKAKE,0.711,0.72,0.8140000000000001,0.0105,119.955,0.456,Happy
MONARCH,0.389,0.471,0.537,0.222,196.162,0.0837,Chill
Times of Change,0.0541,0.665,0.456,0.363,149.356,0.132,Chill
The Tears from Marys Eyes,0.265,0.758,0.868,0.0122,130.03799999999998,0.252,Energetic
ꞌCosmicꞌ.m4a,0.527,0.789,0.685,0.377,192.602,0.688,Energetic
LEAD THE RACE (UNDEFEATED),0.578,0.544,0.779,0.00296,129.936,0.3,Party
Flex (feat. Juice WRLD),0.35,0.6729999999999999,0.752,0.0538,164.009,0.133,Party
Stop Snitchin (feat. DaBaby) - Remix,0.598,0.722,0.924,0.0124,180.93,0.145,Party
Dior (feat. Gunna),0.579,0.534,0.8170000000000001,0.00851,140.005,0.113,Party
High School,0.287,0.634,0.716,0.0477,171.98,0.17,Party
Don't @ Me,0.421,0.614,0.8959999999999999,0.115,129.969,0.111,Party
Slayerr,0.68,0.6759999999999999,0.7090000000000001,0.162,144.067,0.349,Party
Jungle,0.551,0.52,0.5379999999999999,0.308,180.274,0.214,Chill
DIET_ - A COLORS SHOW,0.8440000000000001,0.614,0.799,0.0521,181.76,0.367,Happy
INTRO,0.672,0.685,0.862,0.0342,200.048,0.204,Party
Harder Than Ever (feat. Jay Gwuapo & KJ Balla,0.465,0.61,0.797,0.376,140.07399999999998,0.105,Party
20th CENTURION,0.956,0.75,0.8340000000000001,0.128,146.018,0.135,Happy
Got The Guap (feat. Young Thug),0.7490000000000001,0.601,0.8370000000000001,0.21,142.977,0.0928,Happy
50 Bars,0.4,0.423,0.752,0.0189,145.089,0.0621,Party
XYZ,0.66,0.568,0.85,0.426,139.079,0.353,Party
Scorpion,0.3979999999999999,0.408,0.868,0.025,132.012,0.104,Party
Heartless (feat. Mustard),0.326,0.64,0.7759999999999999,0.149,160.03799999999998,0.1009999999999999,Party
Marijuana (feat. MIST),0.47,0.8059999999999999,0.492,0.154,183.682,0.191,Chill
Kybalion,0.218,0.62,0.765,0.0643,109.904,0.16,Chill
Shawty Independent (feat. Shakewell & Germ),0.67,0.45,0.857,0.237,111.992,0.134,Chill
Grim Reapa Flow (feat. NLE Choppa),0.847,0.4629999999999999,0.823,0.243,150.124,0.573,Chill
GrayScale,0.261,0.816,0.768,0.00825,129.964,0.382,Energetic
Don't Need Time,0.6679999999999999,0.428,0.7829999999999999,0.639,203.82,0.123,Chill
Patek Dreams,0.7909999999999999,0.452,0.7979999999999999,0.495,133.064,0.104,Chill
King Cobra (Drippin'),0.128,0.653,0.8759999999999999,0.00149,127.927,0.0944,Party
Lay_Up.m4a,0.736,0.733,0.742,0.0951,147.774,0.143,Happy
Ima Ball Hard on 'em',0.1169999999999999,0.262,0.652,0.379,144.1,0.0741,Sad
Wit My Dogz,0.252,0.546,0.928,0.23,114.005,0.0908,Chill
Abacus,0.502,0.46,0.802,0.0279,173.90400000000002,0.08,Chill
Top That,0.815,0.547,0.95,0.0624,123.01,0.0648,Party
Kill Yourself (Part III),0.195,0.677,0.747,0.336,105.98,0.474,Chill
SPEEDBOAT,0.82,0.624,0.926,0.0607,120.028,0.36,Happy
F**k School!,0.736,0.584,0.7340000000000001,0.0561,163.976,0.0831,Party
Believe,0.432,0.3979999999999999,0.84,0.0801,117.927,0.1169999999999999,Chill
Adlez,0.4539999999999999,0.946,0.62,0.0427,172.637,0.297,Energetic
Nowadays,0.358,0.695,0.721,0.3379999999999999,180.028,0.209,Party
Like This,0.43,0.782,0.845,0.682,142.989,0.179,Energetic
Martin & Gina,0.1159999999999999,0.534,0.8320000000000001,0.345,187.848,0.165,Party
Brummy Boy Drillstyle,0.57,0.479,0.691,0.15,143.02700000000002,0.0906,Chill
Mosh Pit,0.3429999999999999,0.695,0.706,0.00166,195.958,0.103,Party
"New Chains, Same Shackles",0.392,0.56,0.691,0.0923,200.094,0.11,Chill
Branches,0.105,0.3329999999999999,0.595,0.474,124.993,0.0998,Sad
A GHETTO CHRISTMAS CAROL,0.365,0.67,0.8170000000000001,0.072,147.966,0.0997,Party
Hollow,0.1989999999999999,0.665,0.632,0.0782,176.01,0.108,Chill
33,0.1169999999999999,0.462,0.732,0.126,180.067,0.12,Party
"Дико, например",0.084,0.624,0.8909999999999999,0.114,180.146,0.104,Party
Shawshank [Feat. Tate Kobang],0.2239999999999999,0.6779999999999999,0.8490000000000001,0.0154,128.97,0.111,Party
Sarcophagus III (feat. $Uicideboy$),0.308,0.74,0.7559999999999999,0.00834,123.049,0.6459999999999999,Party
ALOHA,0.353,0.659,0.757,0.273,114.041,0.0637,Chill
Energy 2 (feat. Germ & Shakewell),0.17,0.489,0.748,0.000322,129.954,0.342,Party
BOWSERR,0.612,0.519,0.962,0.14,123.033,0.0741,Party
MADARA FLOW,0.342,0.5539999999999999,0.74,0.00398,164.963,0.349,Party
Mark,0.118,0.497,0.476,0.108,108.379,0.129,Chill
Не по пути,0.609,0.634,0.812,0.45,196.03,0.128,Party
A Death In The Ocean Would Be Beautiful,0.155,0.524,0.81,0.0444,122.016,0.105,Party
Tokyo Drifting (with Denzel Curry),0.412,0.496,0.708,0.0816,128.914,0.102,Party
It's Hard To Win When You Always Lose,0.325,0.579,0.684,0.0034,159.997,0.2189999999999999,Chill
Suicide Drive,0.307,0.6970000000000001,0.693,0.000377,187.988,0.18,Chill
BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],0.6920000000000001,0.725,0.551,0.1939999999999999,199.838,0.0956,Motivational
Hexada,0.312,0.813,0.579,0.0605,107.609,0.365,Chill
Everybody Dies In Their Nightmares,0.6890000000000001,0.57,0.7340000000000001,0.847,129.953,0.1119999999999999,Party
BLACKLAND 66.6,0.4029999999999999,0.818,0.3989999999999999,0.542,109.412,0.74,Chill
Treat 'Em Like A Prostitute,0.633,0.8640000000000001,0.897,0.023,139.92700000000002,0.36,Energetic
Poison,0.43,0.629,0.725,0.0406,135.968,0.111,Party
"Guap (feat. Smokepurpp, Red Drum)",0.397,0.625,0.802,0.0137,162.08700000000002,0.0869,Party
Nervous,0.56,0.637,0.975,0.14,119.935,0.0797,Motivational
Same As Us,0.511,0.8079999999999999,0.721,0.22,201.466,0.102,Energetic
Chariot Of Fire,0.272,0.7170000000000001,0.469,0.423,163.984,0.128,Chill
I Know,0.557,0.665,0.807,0.0919,164.96400000000003,0.0788,Party
Mr. Grizzley,0.3339999999999999,0.408,0.8809999999999999,0.462,107.517,0.1169999999999999,Chill
Strategy,0.622,0.345,0.955,0.231,112.975,0.177,Chill
Tokyo Drip,0.962,0.83,0.818,0.155,127.518,0.106,Happy
Hot Sauce,0.3979999999999999,0.4589999999999999,0.893,0.0838,129.987,0.484,Party
UOENO,0.596,0.547,0.799,0.516,124.584,0.662,Party
Here We Go Again,0.265,0.752,0.8740000000000001,0.0215,114.042,0.478,Energetic
Red Dot,0.271,0.7040000000000001,0.774,0.00398,164.97400000000002,0.106,Party
Watch,0.1639999999999999,0.419,0.8740000000000001,0.0452,117.101,0.144,Chill
T.N.N.,0.525,0.847,0.518,0.0106,162.931,0.261,Motivational
Red Light,0.495,0.525,0.892,0.187,167.03599999999997,0.121,Party
Lost Files,0.397,0.723,0.809,0.335,145.067,0.144,Party
Hard (feat. Tay-K and BlocBoy JB),0.314,0.542,0.8859999999999999,0.113,167.03799999999998,0.151,Party
What The Fuck Is Happening,0.782,0.87,0.831,0.0169,139.97,0.106,Happy
Shoota (feat. Lil Uzi Vert),0.47,0.649,0.6729999999999999,0.188,153.075,0.122,Chill
Mojo,0.772,0.648,0.96,0.0878,114.991,0.212,Happy
Rapture,0.82,0.758,0.8140000000000001,0.185,159.94,0.204,Happy
Run It Down,0.2189999999999999,0.765,0.484,0.196,160.069,0.173,Chill
Effortless,0.3989999999999999,0.445,0.792,0.00256,157.153,0.108,Party
Jesus Wept,0.373,0.708,0.7859999999999999,0.0192,145.941,0.498,Party
FUCKALLOFYOU2K18,0.353,0.7240000000000001,0.778,0.00376,153.958,0.632,Party
Princess Bubblegum,0.0726,0.484,0.589,0.42,139.998,0.109,Chill
Problems,0.207,0.5579999999999999,0.64,0.000144,115.007,0.103,Chill
Until the Light Takes Us,0.265,0.62,0.816,0.255,144.981,0.251,Party
Exodus,0.18,0.7490000000000001,0.607,0.0064099999999999,121.829,0.2339999999999999,Chill
Cerberus,0.414,0.715,0.956,0.0182,126.018,0.0936,Party
Both Sides (feat. Shoreline Mafia),0.7020000000000001,0.82,0.765,0.0716,198.098,0.0864,Happy
"New Phone, Who Dis?",0.441,0.506,0.843,0.278,122.448,0.129,Party
Bizarro,0.262,0.711,0.8640000000000001,0.342,140.058,0.387,Party
Dead Hours,0.415,0.703,0.79,0.011,153.986,0.0841,Party
Finer Things,0.131,0.45,0.506,0.0683,177.97799999999998,0.103,Chill
Horns And Halos,0.655,0.613,0.789,0.0283,155.961,0.4039999999999999,Party
Say No Mo',0.69,0.743,0.7290000000000001,0.0708,180.848,0.204,Party
service,0.186,0.452,0.917,0.5589999999999999,109.013,0.096,Chill
500 on Me,0.289,0.561,0.755,0.00188,115.053,0.309,Chill
Phantom Menace,0.263,0.8440000000000001,0.6970000000000001,0.384,146.056,0.0557,Energetic
Trials & Tribulations,0.545,0.612,0.7959999999999999,0.0829,175.084,0.0607,Party
LET ME DIE,0.356,0.828,0.8759999999999999,0.525,119.985,0.119,Energetic
TakingOutTheTrash,0.273,0.5760000000000001,0.8140000000000001,0.166,119.994,0.111,Chill
Wishing For A Hero (feat. BJ The Chicago Kid),0.188,0.589,0.562,0.0679,177.80599999999998,0.0684,Chill
Krylon,0.413,0.784,0.7879999999999999,0.0162,184.01,0.147,Energetic
Savannah Smiles,0.542,0.521,0.778,0.0323,141.023,0.147,Party
Nowadays (feat. Landon Cube),0.46,0.6459999999999999,0.745,0.157,159.986,0.3379999999999999,Party
Sci-Fi,0.0771,0.7040000000000001,0.7809999999999999,0.178,110.054,0.0951,Chill
Deep Wounds,0.3389999999999999,0.5720000000000001,0.6609999999999999,0.0149,159.961,0.175,Chill
Stuck For The Bag,0.7040000000000001,0.603,0.929,0.0521,192.084,0.1,Happy
Chopstix,0.537,0.6890000000000001,0.736,0.466,155.061,0.0818,Party
Toothpick,0.887,0.508,0.956,0.0967,121.067,0.168,Party
Terminal Sex,0.486,0.418,0.917,0.504,117.976,0.0974,Chill
WUNNA,0.299,0.455,0.889,0.0216,148.004,0.11,Party
21,0.5329999999999999,0.479,0.7829999999999999,0.149,176.02700000000002,0.1009999999999999,Chill
Preach,0.47,0.5329999999999999,0.522,0.1119999999999999,156.018,0.318,Chill
Pina Colada,0.4,0.687,0.69,0.0176,140.017,0.144,Chill
CASH COW,0.29,0.722,0.733,0.0359,135.97,0.111,Party
Swervo,0.5660000000000001,0.82,0.7070000000000001,0.0113,140.071,0.841,Energetic
Whalé (feat. Ab-Soul & Retch),0.3379999999999999,0.442,0.5920000000000001,0.612,159.194,0.147,Chill
The Reaper,0.479,0.61,0.7609999999999999,0.379,141.955,0.123,Party
HUNCHO DREAMS,0.2319999999999999,0.528,0.831,0.0894,153.987,0.396,Party
Nemo,0.8190000000000001,0.37,0.917,0.0021899999999999,189.99400000000003,0.0974,Chill
Flexicution,0.68,0.713,0.782,0.0619,159.839,0.108,Party
W2LEEZY,0.523,0.487,0.665,0.499,140.059,0.0857,Chill
Breesh (Intro),0.562,0.5539999999999999,0.926,0.354,130.013,0.111,Party
Benihana (feat. Kodak Black),0.494,0.679,0.775,0.071,153.986,0.109,Party
When I Was Yung,0.847,0.564,0.8370000000000001,0.17,129.98,0.0633,Party
Dont Panic,0.5710000000000001,0.495,0.905,0.127,196.02,0.159,Chill
Lesley,0.8,0.4579999999999999,0.935,0.659,124.933,0.069,Chill
Vacation,0.437,0.563,0.847,0.0326,168.095,0.146,Party
Crip Shit,0.347,0.508,0.752,0.0151,170.07,0.135,Party
Light Work Freestyle,0.431,0.508,0.905,0.4629999999999999,141.07299999999998,0.134,Party
Buttcheeks,0.455,0.362,0.7090000000000001,0.165,146.023,0.107,Party
Told You,0.451,0.412,0.79,0.201,189.954,0.275,Party
Nikki,0.573,0.74,0.669,0.0703,195.98,0.152,Motivational
Look Like,0.604,0.524,0.794,0.0253,130.122,0.11,Party
No Witness (feat. Blueface),0.243,0.544,0.857,0.0319,105.029,0.191,Chill
Deeper Than Money,0.89,0.8859999999999999,0.581,0.158,180.218,0.1009999999999999,Happy
"Drip, Sauce (feat. Kj Balla)",0.72,0.679,0.773,0.426,139.939,0.151,Happy
Wait a Min,0.476,0.7759999999999999,0.753,0.0184,197.954,0.368,Energetic
Tables,0.26,0.525,0.949,0.00716,200.136,0.1009999999999999,Party
Off The Gas (feat. Lil Skies),0.573,0.421,0.669,0.5770000000000001,159.88,0.0998,Chill
Honestly (feat. Juice WRLD),0.604,0.888,0.541,0.0145,138.043,0.203,Motivational
STRONG (feat. Lil Poppa),0.6459999999999999,0.505,0.728,0.731,155.082,0.107,Party
20 Years Later,0.547,0.518,0.762,0.2319999999999999,144.942,0.113,Party
Under Pressure,0.563,0.856,0.701,0.239,167.96400000000003,0.106,Energetic
YEAH RIGHT,0.204,0.588,0.672,0.619,169.033,0.0992,Chill
Flossing,0.1159999999999999,0.386,0.8190000000000001,0.0677,141.04399999999998,0.0988,Sad
Walk the Plank,0.331,0.534,0.8029999999999999,0.0467,117.93,0.134,Chill
Mrs.,0.8440000000000001,0.87,0.7759999999999999,0.3289999999999999,145.014,0.521,Happy
Spilled Milk,0.609,0.728,0.852,0.0293,119.973,0.318,Motivational
When Will I See You?,0.662,0.706,0.61,0.0104,150.034,0.1159999999999999,Motivational
Can't Deny (feat. Lil Tecca),0.412,0.741,0.747,0.0628,152.55200000000002,0.102,Party
Bad Boys,0.38,0.494,0.562,0.157,146.658,0.207,Chill
Get Low,0.3989999999999999,0.609,0.922,0.502,135.933,0.125,Party
Nameless,0.648,0.568,0.875,0.0357,140.082,0.113,Party
Respect My Cryppin’,0.1889999999999999,0.419,0.816,0.157,192.144,0.0886,Party
Fuck How You Feel,0.159,0.64,0.677,0.103,129.97,0.515,Chill
That's How I Grew Up (feat. 21 Savage),0.516,0.757,0.7809999999999999,0.036,149.964,0.324,Energetic
My Shit,0.8440000000000001,0.631,0.8220000000000001,0.237,155.988,0.0922,Happy
War,0.6,0.778,0.65,0.221,141.849,0.0695,Energetic
REALLY (feat. Stunna 4 Vegas),0.608,0.654,0.943,0.0552,200.182,0.0893,Party
Paradise,0.205,0.747,0.551,0.115,177.87400000000002,0.0895,Chill
Bompton - Remix,0.574,0.562,0.8490000000000001,0.282,103.995,0.12,Chill
Prospect (ft. Lil Baby),0.43,0.579,0.816,0.203,120.078,0.127,Party
Save Me,0.218,0.613,0.628,0.0271,170.075,0.291,Chill
Human (feat. Night Lovell),0.389,0.625,0.757,0.336,146.023,0.129,Party
Top,0.46,0.633,0.52,0.0726,197.228,0.109,Chill
MAZEL TOV,0.228,0.371,0.8370000000000001,0.0004669999999999,129.994,0.125,Sad
Blue Jean Bandit,0.3829999999999999,0.752,0.8029999999999999,0.00606,167.051,0.126,Energetic
Make This Up,0.168,0.6890000000000001,0.654,0.0747,173.94099999999997,0.123,Chill
Lord Willin',0.5670000000000001,0.85,0.648,0.123,170.06099999999998,0.0529,Energetic
The Purist,0.139,0.647,0.5529999999999999,0.0131,167.922,0.217,Chill
Dead Eyes,0.288,0.6509999999999999,0.7190000000000001,0.127,104.956,0.0763,Chill
NaNa,0.8909999999999999,0.472,0.594,0.0389,165.202,0.642,Chill
Head Shot'em,0.532,0.711,0.691,0.0147,119.871,0.0889,Motivational
Whippin',0.882,0.6729999999999999,0.632,0.402,152.966,0.0907,Happy
It's OK,0.419,0.632,0.932,0.0172,119.966,0.159,Chill
Trappin' 4eva,0.599,0.525,0.813,0.627,131.907,0.316,Party
"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",0.3329999999999999,0.6629999999999999,0.848,0.523,133.993,0.108,Party
I'm Gone,0.513,0.738,0.5660000000000001,0.52,159.834,0.144,Motivational
All Night (feat. Knox Fortune),0.392,0.777,0.7040000000000001,0.0358,111.921,0.151,Energetic
ReRock,0.291,0.547,0.727,0.0326,173.976,0.291,Party
Betrayed,0.2769999999999999,0.419,0.823,0.416,119.958,0.105,Chill
I'll Be Fine,0.2769999999999999,0.6779999999999999,0.523,0.000616,159.909,0.142,Chill
Unforgettable,0.733,0.769,0.726,0.0293,195.97,0.104,Happy
99 Problems & Messages,0.5870000000000001,0.7070000000000001,0.8270000000000001,0.0997,126.007,0.0808,Party
Ex Calling,0.0586,0.5660000000000001,0.7829999999999999,0.0070599999999999,155.961,0.226,Party
Phoenix,0.519,0.515,0.644,0.589,144.072,0.0847,Chill
I Heard You Got Too Litt Last Night,0.367,0.5489999999999999,0.7879999999999999,0.0524,134.964,0.1009999999999999,Party
Lucid Dreams,0.218,0.5660000000000001,0.511,0.349,167.80599999999998,0.34,Chill
Indica Badu,0.97,0.72,0.742,0.0402,154.02200000000002,0.0839,Happy
Too Many Years,0.632,0.706,0.665,0.0237,147.067,0.1119999999999999,Motivational
Do Not Disturb,0.4539999999999999,0.693,0.618,0.246,170.982,0.1119999999999999,Chill
L.Y.B.B. (Resolution),0.62,0.5489999999999999,0.5539999999999999,0.3829999999999999,180.213,0.685,Chill
Go Flex,0.1159999999999999,0.511,0.6629999999999999,0.209,163.892,0.0525,Chill
Wake Up (feat. Chance the Rapper),0.841,0.763,0.701,0.109,145.07,0.21,Happy
Candles,0.337,0.574,0.715,0.373,157.0,0.174,Party
Wizard Of Oz,0.0527,0.601,0.72,0.051,146.002,0.0753,Party
Family and Loyalty,0.7020000000000001,0.763,0.72,0.221,180.046,0.122,Happy
Periodic Table,0.5670000000000001,0.894,0.626,0.0565,167.274,0.331,Energetic
Eastside (with Halsey & Khalid),0.3289999999999999,0.6859999999999999,0.632,0.5489999999999999,179.898,0.2,Chill
Crown,0.0857,0.581,0.542,0.701,108.909,0.0741,Chill
65th & Ingleside,0.084,0.555,0.792,0.0394,199.908,0.107,Party
A$AP Forever (feat. Moby),0.444,0.78,0.469,0.2239999999999999,125.999,0.13,Chill
Black & White,0.233,0.736,0.7759999999999999,0.0802,147.946,0.159,Party
Young Dumb & Broke,0.3939999999999999,0.539,0.7979999999999999,0.1989999999999999,136.94899999999998,0.165,Party
Phoenix,0.504,0.508,0.65,0.5770000000000001,143.96,0.0792,Chill
LAND OF THE FREAKS,0.176,0.434,0.878,0.406,129.98,0.124,Party
A Glorious Death (feat. Flatbush ZOMBiES),0.138,0.595,0.6940000000000001,0.083,119.859,0.0628,Chill
All We Got (feat. Kanye West & Chicago Children's Choir),0.3979999999999999,0.544,0.531,0.308,131.921,0.0835,Chill
Alright,0.5579999999999999,0.7659999999999999,0.7959999999999999,0.0742,110.034,0.0827,Energetic
Big Lie,0.218,0.684,0.442,0.191,170.861,0.0725,Chill
Black Skinhead,0.325,0.809,0.7659999999999999,0.0011,130.127,0.168,Energetic
Bonfire,0.275,0.763,0.508,0.0627,161.59,0.347,Chill
Bounce Back,0.235,0.516,0.7879999999999999,0.1,162.994,0.129,Party
Driving Ms Daisy,0.536,0.8220000000000001,0.657,0.37,160.049,0.104,Energetic
BIRDZ FEAT. RICK ROSS,0.539,0.792,0.632,0.0207,155.084,0.6659999999999999,Energetic
