song_name,valence,danceability,energy,tempo,liveness,loudness,speechiness,acousticness,mood
The Cave,0.337,0.5760000000000001,0.486,141.951,0.093,-9.364,0.0406,0.0606,Calm
I Will Wait,0.436,0.481,0.7659999999999999,131.143,0.302,-5.207999999999999,0.0334,0.0103,Calm
Winter Winds,0.407,0.3779999999999999,0.5379999999999999,167.644,0.356,-6.795,0.0283,0.233,Calm
Back Against the Wall,0.5329999999999999,0.598,0.743,110.337,0.1119999999999999,-6.162999999999999,0.0307,0.000643,Calm
Ain't No Rest for the Wicked,0.919,0.634,0.8490000000000001,156.004,0.363,-7.075,0.105,0.0438,Happy
Razorblade,0.77,0.366,0.927,138.393,0.135,-4.7,0.155,0.00774,Happy
Pioneer To The Falls,0.0994,0.477,0.728,106.765,0.0762,-5.3,0.0394,0.0513,Angry
Enjoy The Silence,0.181,0.562,0.7809999999999999,120.011,0.176,-5.347,0.0294,0.000118,Angry
Feel Good Drag,0.546,0.49,0.877,187.972,0.3,-4.37,0.0496,0.00437,Calm
Never Take Friendship Personal,0.26,0.342,0.79,164.50799999999998,0.0847,-11.755,0.0777,2.63e-05,Angry
Dig,0.4629999999999999,0.45,0.895,155.154,0.1159999999999999,-4.739,0.0386,0.0293,Calm
Come As You Are,0.539,0.5,0.8240000000000001,120.125,0.0916,-5.846,0.0388,0.00016,Calm
Shattered (Turn The Car Around),0.462,0.5710000000000001,0.784,105.973,0.19,-6.396,0.0352,0.0175,Calm
Breaking the Habit,0.581,0.579,0.8490000000000001,200.042,0.0909,-5.218,0.0303,0.108,Calm
Push,0.476,0.42,0.672,168.019,0.108,-7.902,0.027,0.0067,Calm
R U Mine?,0.619,0.288,0.758,194.188,0.303,-5.692,0.0371,0.00616,Happy
Shattered By Broken Dreams,0.1889999999999999,0.246,0.953,153.10399999999998,0.246,-5.08,0.0968,0.000301,Angry
How to Save a Life,0.361,0.64,0.743,122.035,0.1009999999999999,-4.08,0.0379,0.2689999999999999,Angry
What Hurts The Most,0.33,0.537,0.674,136.002,0.265,-5.134,0.0277,0.0088,Angry
Better Days,0.331,0.486,0.595,113.276,0.0953,-5.009,0.0302,0.00212,Calm
Forget You,0.772,0.696,0.875,127.39,0.159,-3.682,0.0649,0.134,Happy
By The Way,0.362,0.4,0.924,159.986,0.0693,-4.478,0.0765,0.000343,Angry
The End,0.552,0.5379999999999999,0.79,140.137,0.129,-7.234,0.217,0.0367,Calm
Remember the Name (feat. Styles of Beyond),0.88,0.688,0.835,169.71599999999998,0.0795,-4.162,0.0911,0.0583,Happy
Unwell - 2007 Remaster,0.437,0.442,0.7929999999999999,161.97,0.3279999999999999,-5.152,0.0347,0.0456,Calm
Fall For You,0.382,0.387,0.442,169.481,0.0788,-7.086,0.0352,0.19,Calm
Since U Been Gone,0.721,0.625,0.951,128.01,0.106,-5.209,0.0494,0.00497,Happy
Over My Head (Cable Car),0.515,0.55,0.928,130.02100000000002,0.0981,-5.13,0.0625,0.000329,Calm
Lose Yourself,0.059,0.6890000000000001,0.735,171.403,0.365,-4.545,0.267,0.00922,Angry
Like We Used To,0.3829999999999999,0.363,0.71,170.113,0.121,-3.08,0.0308,0.216,Angry
I'd Hate To Be You When People Find Out What This Song Is About,0.408,0.416,0.86,153.05100000000002,0.0957,-3.94,0.048,0.000972,Calm
Kiss Me,0.589,0.544,0.922,111.987,0.291,-3.222,0.0416,0.00107,Calm
Tell Me I'm A Wreck,0.7,0.578,0.76,127.904,0.142,-2.307,0.0329,0.00188,Happy
My Paper Heart,0.828,0.496,0.8490000000000001,171.965,0.354,-4.975,0.0368,0.000333,Happy
Ghost Of You,0.206,0.4579999999999999,0.561,149.875,0.156,-4.819,0.0269,0.0965,Calm
Dance With The Devil,0.181,0.345,0.929,155.041,0.129,-4.468999999999999,0.142,0.00015,Angry
Ever After,0.179,0.296,0.632,129.881,0.0878,-5.93,0.0414,0.337,Angry
Cat And Mouse,0.205,0.466,0.653,143.034,0.263,-4.583,0.0298,0.0157,Angry
When I'm With You,0.331,0.4589999999999999,0.65,140.08,0.172,-4.445,0.0268,0.0213,Angry
Hate (I Really Don't Like You),0.523,0.4479999999999999,0.8140000000000001,161.93,0.104,-4.601,0.0337,0.00145,Calm
Temporary Bliss,0.6970000000000001,0.455,0.908,154.113,0.0772,-4.414,0.1009999999999999,0.00234,Happy
Nice Piece Of Art,0.602,0.476,0.628,173.833,0.13,-4.5760000000000005,0.0308,0.0343,Happy
Beside You,0.1969999999999999,0.263,0.477,144.826,0.259,-7.824,0.0405,0.0357,Calm
Outside,0.218,0.515,0.594,146.564,0.0752,-4.708,0.0262,0.00844,Calm
Weekend Warriors,0.718,0.528,0.946,133.07399999999998,0.0655,-4.874,0.0704,0.0011,Happy
Imaginary Enemy,0.3229999999999999,0.373,0.872,150.188,0.183,-4.455,0.0525,9.74e-05,Angry
Paralyzer,0.861,0.644,0.939,106.031,0.233,-3.486,0.0456,0.157,Happy
All The Same,0.1889999999999999,0.311,0.76,177.592,0.104,-6.301,0.0364,0.000962,Angry
Comatose,0.446,0.359,0.955,170.033,0.349,-2.323,0.12,0.00116,Calm
The Way She Feels,0.488,0.47,0.884,128.135,0.226,-2.9810000000000003,0.0831,0.00186,Calm
A Quiet Mind,0.2739999999999999,0.615,0.531,187.99400000000003,0.1,-6.303,0.0242,0.0814,Calm
Colors,0.418,0.337,0.835,175.122,0.0945,-6.351,0.057,0.0017399999999999,Calm
The Road I'm On,0.34,0.467,0.713,175.93200000000002,0.149,-6.349,0.0282,0.000271,Angry
A Different Kind of Pain,0.162,0.3929999999999999,0.775,143.928,0.0819999999999999,-5.485,0.0382,0.0245,Angry
Cute Without The 'E' (Cut From The Team),0.514,0.402,0.8590000000000001,190.62,0.0745,-4.41,0.0466,0.0394,Calm
Everything's Wrong,0.345,0.367,0.71,169.959,0.13,-6.154,0.0448,0.000299,Angry
Scars,0.471,0.384,0.921,179.84400000000002,0.168,-3.334,0.055,0.0948,Calm
Hold Onto Me,0.1639999999999999,0.46,0.621,136.679,0.131,-6.436,0.0303,0.00324,Angry
I Won't Lie,0.392,0.512,0.866,142.995,0.31,-4.061,0.0302,0.00022,Angry
Torn,0.356,0.503,0.758,193.098,0.223,-5.354,0.0303,0.00118,Angry
Say You Like Me,0.342,0.412,0.7440000000000001,176.171,0.21,-4.301,0.0651,0.0265,Angry
Jasey Rae (Acoustic),0.41,0.298,0.45,167.06799999999998,0.273,-5.769,0.0282,0.4539999999999999,Calm
My Temperature Is Rising,0.721,0.524,0.893,136.99200000000002,0.0602,-4.711,0.042,0.0008439999999999,Happy
Away From The Sun,0.237,0.541,0.677,131.922,0.0854,-6.211,0.0271,0.0244,Angry
Cold,0.618,0.451,0.815,147.974,0.27,-5.55,0.0368,6.06e-05,Happy
So Far Away,0.156,0.407,0.8959999999999999,138.697,0.196,-2.935,0.063,0.012,Angry
Starless,0.512,0.493,0.953,148.102,0.0532,-4.688,0.0782,0.0002029999999999,Calm
Invincible,0.235,0.491,0.6659999999999999,176.046,0.191,-6.02,0.0308,0.00763,Angry
The Red,0.332,0.509,0.843,140.055,0.348,-3.318,0.0488,0.000671,Angry
Dear Agony,0.218,0.358,0.75,125.103,0.113,-3.572,0.0414,8.49e-05,Angry
Headstrong,0.534,0.492,0.8959999999999999,184.981,0.1889999999999999,-5.819,0.1169999999999999,0.000172,Calm
Fine Again,0.363,0.442,0.855,175.543,0.273,-2.985,0.0288,0.00049,Angry
Have Faith In Me,0.7140000000000001,0.507,0.933,149.998,0.105,-4.7,0.0868,7.120000000000001e-05,Happy
Someday,0.512,0.392,0.71,160.096,0.293,-6.391,0.0402,0.012,Calm
Breath,0.313,0.347,0.868,182.851,0.0845,-4.145,0.0467,0.0001199999999999,Angry
45,0.215,0.446,0.657,152.132,0.1889999999999999,-4.494,0.0262,0.0022,Angry
Nothing,0.503,0.473,0.833,157.012,0.118,-5.013,0.039,0.0036899999999999,Calm
Bother,0.141,0.272,0.281,179.828,0.158,-7.633999999999999,0.0287,0.3879999999999999,Sad
Breathing Slowly,0.487,0.496,0.809,175.90900000000002,0.113,-7.465,0.148,0.0267,Calm
She's My Ride Home,0.162,0.422,0.7340000000000001,159.817,0.0938,-6.222,0.0317,0.087,Angry
Just Like You,0.565,0.373,0.737,177.9,0.0696,-5.282,0.0297,9.4e-06,Calm
Fake It,0.607,0.611,0.95,132.078,0.0543,-3.509,0.0518,0.00141,Happy
Snuff,0.2189999999999999,0.544,0.69,123.962,0.0615,-5.723,0.0425,0.012,Angry
The Deep End,0.508,0.434,0.877,169.977,0.209,-4.9430000000000005,0.0892,0.0006219999999999,Calm
I Will Not Bow,0.55,0.5329999999999999,0.955,107.984,0.38,-3.708,0.0653,0.000165,Calm
Watch Over You,0.16,0.276,0.6579999999999999,172.326,0.161,-5.417999999999999,0.0329,0.0836,Angry
Why,0.575,0.4629999999999999,0.7879999999999999,179.96200000000002,0.289,-6.363,0.037,2.97e-05,Calm
The Life,0.289,0.396,0.72,152.125,0.24,-3.854,0.0311,0.0008349999999999,Angry
The Longest Mile,0.596,0.421,0.868,158.066,0.0964,-4.972,0.033,2.28e-05,Calm
Bodies,0.544,0.6559999999999999,0.932,130.936,0.144,-3.405,0.0708,0.00347,Calm
The Unknown,0.319,0.525,0.537,180.002,0.124,-8.071,0.0301,0.198,Calm
Down with the Sickness,0.941,0.695,0.8759999999999999,179.908,0.106,-4.262,0.0553,0.000996,Happy
Float On,0.5529999999999999,0.649,0.888,201.95,0.0888,-4.807,0.0293,0.013,Calm
1992,0.525,0.392,0.847,174.08,0.347,-4.143,0.0467,0.000557,Calm
Caraphernelia,0.386,0.531,0.984,107.036,0.361,-3.767,0.0652,0.0017,Angry
The Diary of Jane - Single Version,0.2689999999999999,0.392,0.964,167.024,0.106,-4.441,0.0644,7.13e-05,Angry
Somebody That I Used To Know,0.467,0.457,0.939,136.064,0.145,-4.557,0.0835,0.00391,Calm
Breathing,0.57,0.382,0.932,179.581,0.243,-3.726,0.0716,3.5e-05,Calm
It's Not My Time,0.309,0.532,0.935,128.025,0.106,-4.798,0.0619,0.00133,Angry
All I Want,0.207,0.342,0.981,160.083,0.3429999999999999,-3.228,0.14,2.53e-05,Angry
It's Not Over,0.294,0.428,0.919,145.92700000000002,0.245,-3.245,0.0618,0.0503,Angry
I Can Tell There Was an Accident Here Earlier,0.4029999999999999,0.436,0.931,185.078,0.146,-5.587999999999999,0.0534,3.82e-06,Calm
Dead To Me,0.428,0.675,0.7609999999999999,119.001,0.102,-4.468999999999999,0.0466,0.432,Calm
Forever,0.332,0.575,0.591,107.967,0.173,-5.916,0.0279999999999999,0.0173,Calm
Stitches,0.569,0.4429999999999999,0.8759999999999999,157.053,0.2269999999999999,-4.488,0.0979,0.000558,Calm
I Knew You Were Trouble,0.6409999999999999,0.563,0.685,154.086,0.051,-4.473,0.0581,0.00243,Happy
Little Lion Man,0.5529999999999999,0.588,0.698,129.95,0.114,-4.047,0.0444,0.00197,Calm
Animal I Have Become,0.506,0.5529999999999999,0.853,122.023,0.126,-3.668,0.0339,0.000684,Calm
Rebirthing,0.429,0.373,0.939,176.02200000000002,0.1369999999999999,-3.153,0.0603,0.00677,Calm
Saturday,0.624,0.48,0.929,196.09,0.341,-3.931,0.0826,0.00163,Happy
Miss Jackson (feat. LOLO),0.662,0.642,0.873,164.00400000000002,0.175,-5.821000000000001,0.0551,0.00394,Happy
You're So Last Summer,0.65,0.473,0.735,154.546,0.266,-6.131,0.0498,0.0106,Happy
Liar (It Takes One To Know One),0.62,0.428,0.952,186.892,0.13,-4.624,0.111,0.000917,Happy
Black Butterflies and Déjà Vu,0.504,0.452,0.945,167.95,0.22,-4.515,0.103,0.0373,Calm
In Bloom,0.381,0.594,0.959,110.979,0.1009999999999999,-4.697,0.0486,0.00359,Angry
Secrets,0.579,0.561,0.964,105.009,0.0603,-3.312,0.0487,0.000143,Calm
Slow Burn,0.6679999999999999,0.544,0.918,129.018,0.0768,-3.875,0.0685,0.000858,Happy
Can't Help It,0.595,0.519,0.941,180.014,0.2769999999999999,-3.551,0.0502,0.0256,Calm
Passion For Publication,0.542,0.563,0.858,144.982,0.0992,-3.828,0.0432,0.00134,Calm
Everlong,0.364,0.413,0.8809999999999999,158.066,0.0805,-5.541,0.0367,5.99e-05,Angry
Youngblood,0.152,0.596,0.8540000000000001,120.274,0.124,-5.114,0.4629999999999999,0.0169,Angry
Bulls In The Bronx,0.3379999999999999,0.472,0.925,159.989,0.0826,-3.545,0.15,0.000394,Angry
Late Nights in My Car,0.318,0.452,0.974,193.876,0.336,-2.9760000000000004,0.0892,0.0136,Angry
From The Outside,0.72,0.51,0.979,206.064,0.3339999999999999,-3.335,0.0607,0.00391,Happy
King Of Wishful Thinking,0.654,0.561,0.94,116.99,0.125,-2.843,0.0592,0.0022199999999999,Happy
Just the Girl,0.7509999999999999,0.5710000000000001,0.89,110.958,0.0769,-1.6,0.0395,0.00509,Happy
Alive With The Glory Of Love,0.626,0.358,0.912,202.789,0.183,-4.631,0.121,0.0541,Happy
Teenage Dirtbag,0.633,0.625,0.85,189.322,0.174,-3.904,0.0495,0.346,Happy
My First Kiss (feat. Ke$ha),0.8270000000000001,0.682,0.889,138.02100000000002,0.36,-4.166,0.0804,0.00564,Happy
STARSTRUKK (feat. Katy Perry),0.2319999999999999,0.607,0.805,139.894,0.231,-5.579,0.0608,0.00175,Angry
COLORADOSUNRISE,0.335,0.585,0.753,150.018,0.0873,-4.585,0.228,0.00832,Angry
ICANTDOITALONE,0.677,0.6729999999999999,0.95,159.923,0.0738,-3.048,0.187,0.000775,Happy
I.D.G.A.F,0.754,0.7020000000000001,0.904,119.997,0.173,-3.4560000000000004,0.0413,0.139,Happy
Welcome To Savannah,0.331,0.634,0.8079999999999999,140.017,0.1969999999999999,-5.776,0.0468,0.00036,Angry
My Obsession,0.496,0.6809999999999999,0.599,140.001,0.0988,-5.801,0.0715,8.209999999999999e-05,Calm
Always,0.59,0.4629999999999999,0.925,158.33700000000002,0.1889999999999999,-5.74,0.0747,0.0106,Calm
Forever,0.3389999999999999,0.579,0.5670000000000001,107.979,0.1169999999999999,-5.992000000000001,0.0288,0.0193,Calm
All Around Me,0.452,0.479,0.884,146.922,0.0802,-4.762,0.0483,0.0338,Calm
I'm So Sick,0.2739999999999999,0.434,0.961,153.969,0.0938,-4.247,0.0974,8.45e-05,Angry
Fully Alive,0.591,0.4539999999999999,0.947,149.076,0.346,-4.085,0.0841,0.0187,Calm
I Kissed A Girl (Katy Perry cover),0.6779999999999999,0.593,0.993,129.989,0.0842,-4.308,0.166,0.0523,Happy
Disturbia (Rihanna cover),0.6459999999999999,0.642,0.737,125.003,0.1159999999999999,-5.29,0.036,0.0323,Happy
See You Again (Miley Cyrus cover),0.391,0.79,0.922,135.909,0.0899,-7.688,0.154,0.0445,Angry
Apologize (One Republic cover),0.22,0.476,0.726,135.093,0.0965,-6.874,0.0418,0.000878,Angry
"Hold on, We're Going Home",0.184,0.321,0.6709999999999999,200.026,0.0844,-5.682,0.0386,0.000224,Angry
Spaceman,0.83,0.517,0.918,151.97899999999998,0.123,-3.957,0.059,0.00198,Happy
The Art Of Losing,0.634,0.4539999999999999,0.888,168.28099999999998,0.174,-2.459,0.0414,0.00182,Happy
The Hell Song,0.6579999999999999,0.359,0.935,173.429,0.351,-5.529,0.0817,0.000143,Happy
Hot Mess,0.73,0.642,0.87,119.987,0.129,-4.096,0.11,0.00205,Happy
Girls Do What They Want,0.693,0.578,0.942,130.953,0.348,-3.614,0.0623,0.067,Happy
Your Life and Mine,0.565,0.633,0.933,115.037,0.217,-2.355,0.05,0.114,Calm
Ashley,0.346,0.2689999999999999,0.904,177.423,0.312,-5.715,0.188,0.00201,Angry
Not Good Enough For Truth In Cliche',0.362,0.372,0.904,159.08100000000002,0.1119999999999999,-4.438,0.106,0.0069999999999999,Angry
Go To Hell,0.506,0.32,0.8390000000000001,175.90599999999998,0.36,-3.789,0.085,0.0189,Calm
Intoxicated,0.556,0.579,0.889,125.948,0.131,-4.078,0.0796,0.1969999999999999,Calm
If You Can't Hang,0.451,0.397,0.975,192.021,0.118,-3.532,0.365,0.0015199999999999,Calm
Sidewalks,0.151,0.418,0.7979999999999999,200.21400000000003,0.0918,-5.421,0.0413,0.381,Angry
"You're Gonna Go Far, Kid",0.601,0.55,0.917,126.115,0.1969999999999999,-3.159,0.0638,0.00428,Happy
When It Rains,0.569,0.655,0.733,116.984,0.0792,-4.401,0.0324,0.000819,Calm
"This Love, This Hate",0.6459999999999999,0.606,0.884,130.01,0.159,-5.465,0.0535,0.00149,Happy
Sadie Hawkins Dance,0.503,0.379,0.8220000000000001,166.854,0.115,-5.257999999999999,0.104,0.0259,Calm
When I Get Home You're So Dead (New Version),0.6729999999999999,0.447,0.794,145.997,0.242,-3.604,0.0469,2.14e-05,Happy
Love Like Woe,0.8220000000000001,0.6970000000000001,0.775,180.03,0.0737,-4.106,0.0636,0.139,Happy
Skyway Avenue,0.6990000000000001,0.4589999999999999,0.8909999999999999,164.074,0.0768,-3.289,0.0865,0.0402,Happy
Stupid For You,0.595,0.581,0.922,118.409,0.2019999999999999,-3.408,0.0667,0.0235,Calm
Smells Like Teen Spirit,0.72,0.502,0.912,116.761,0.106,-4.556,0.0564,2.55e-05,Happy
Bouncing Off The Walls,0.7340000000000001,0.472,0.909,150.904,0.263,-4.688,0.054,0.0029,Happy
Dakota,0.562,0.391,0.787,184.951,0.195,-4.582,0.0388,0.00196,Calm
Stutter,0.547,0.738,0.934,104.97,0.0473,-3.729,0.12,0.00176,Calm
Haven't Had Enough,0.88,0.7859999999999999,0.623,120.05,0.0866,-5.0360000000000005,0.0738,0.0056,Happy
I'm Just a Kid,0.422,0.527,0.8340000000000001,110.065,0.0993,-5.531000000000001,0.0447,0.00107,Calm
Massachusetts (Acoustic),0.631,0.586,0.539,157.014,0.2689999999999999,-7.904,0.0359,0.2689999999999999,Calm
The Middle,0.903,0.643,0.8490000000000001,162.15200000000002,0.0579999999999999,-5.428,0.0526,0.0371,Happy
All That I've Got,0.48,0.336,0.851,177.956,0.222,-4.756,0.0505,0.0028399999999999,Calm
I Caught Fire,0.5529999999999999,0.484,0.889,200.028,0.222,-5.468999999999999,0.0572,0.00195,Calm
The Realest,0.677,0.345,0.987,114.703,0.352,-3.424,0.0778,0.00134,Happy
Kick It,0.233,0.501,0.989,120.014,0.26,-3.512,0.13,6.42e-05,Angry
Blue in the Dark,0.347,0.669,0.7829999999999999,125.017,0.109,-6.148,0.0269,0.00231,Angry
Blue Orchid,0.611,0.482,0.644,151.329,0.31,-8.535,0.319,0.0863,Happy
Black Sun,0.608,0.608,0.642,175.40599999999998,0.166,-7.978,0.0251,0.17,Happy
Meet Me on the Equinox,0.496,0.486,0.892,135.005,0.216,-6.251,0.0457,0.1369999999999999,Calm
Transatlanticism,0.201,0.44,0.446,127.372,0.179,-9.928,0.031,0.39,Calm
Graduate,0.45,0.498,0.913,178.718,0.0902,-4.805,0.0446,0.000904,Calm
Uneasy Hearts Weigh The Most,0.758,0.545,0.815,170.058,0.148,-3.197,0.0868,0.135,Happy
IMNOTYOURBOYFRIENDBABY,0.652,0.657,0.752,140.028,0.316,-4.579,0.148,0.0184,Happy
The Drug In Me Is You,0.644,0.5479999999999999,0.855,145.13299999999998,0.127,-3.266,0.151,0.0149,Happy
Here (In Your Arms),0.794,0.701,0.608,126.044,0.273,-6.819,0.0374,0.206,Happy
Hands Down,0.26,0.4629999999999999,0.8270000000000001,188.07,0.0964,-4.085,0.0437,0.013,Angry
Definitely Maybe,0.767,0.449,0.871,187.949,0.1,-6.334,0.0536,0.0956,Happy
Weightless,0.6629999999999999,0.497,0.923,181.074,0.158,-4.512,0.138,0.00282,Happy
Bouncing Off The Walls,0.71,0.477,0.917,150.974,0.268,-4.692,0.0547,0.00295,Happy
Walk Through Hell,0.484,0.5720000000000001,0.401,165.905,0.106,-9.134,0.287,0.3929999999999999,Calm
I Miss Having Sex But At Least I Don't Wanna Die Anymore,0.8740000000000001,0.5820000000000001,0.81,147.908,0.351,-4.104,0.106,0.0763,Happy
Blonde,0.54,0.5770000000000001,0.934,137.003,0.0484,-3.999,0.128,0.0056,Calm
Watch What Happens Next,0.7979999999999999,0.441,0.953,128.939,0.258,-4.01,0.109,0.0576,Happy
Easy To Hate,0.655,0.584,0.871,194.002,0.266,-3.695,0.0393,0.00129,Happy
I Felt Younger When We Met,0.266,0.501,0.7240000000000001,202.002,0.369,-4.738,0.0468,0.0043799999999999,Angry
Irresistible,0.367,0.504,0.889,165.047,0.19,-4.533,0.0737,0.0489,Angry
I Wanna,0.427,0.415,0.913,164.28900000000002,0.284,-5.361000000000001,0.0482,0.000543,Calm
Breakdown X Breakaway,0.588,0.326,0.977,185.965,0.357,-3.2910000000000004,0.33,0.000637,Calm
Two Stupid Kids,0.753,0.519,0.953,191.982,0.0709,-2.567,0.0713,0.00297,Happy
Back in Time,0.753,0.515,0.934,175.065,0.0469,-4.416,0.0628,0.000195,Happy
Timberwolves At New Jersey,0.527,0.493,0.691,181.112,0.215,-5.875,0.0615,0.00245,Calm
"Love Your Friends, Die Laughing",0.659,0.575,0.843,164.15200000000002,0.142,-3.806,0.0464,0.377,Happy
Punk Rock Princess,0.369,0.522,0.8809999999999999,130.084,0.0939,-5.231,0.0847,0.00303,Angry
Letters To You,0.336,0.409,0.847,117.935,0.0952,-3.939,0.0519,2.17e-05,Angry
Reinventing Your Exit,0.268,0.45,0.978,155.014,0.361,-4.198,0.0637,0.000124,Angry
Up off the Ground,0.615,0.517,0.919,135.004,0.342,-4.2410000000000005,0.0565,0.00226,Happy
Weightless,0.667,0.497,0.923,181.075,0.158,-4.512,0.1369999999999999,0.00282,Happy
Elevated,0.456,0.267,0.981,188.181,0.0346,-2.04,0.136,0.00548,Calm
Boys! Grab Your Guns,0.615,0.521,0.94,131.964,0.129,-4.394,0.0591,0.0257,Happy
In This Diary,0.86,0.5660000000000001,0.8320000000000001,175.028,0.127,-4.644,0.0603,0.00505,Happy
Still Waiting,0.56,0.431,0.95,191.936,0.272,-4.918,0.26,0.00105,Calm
"Heroes Get Remembered, Legends Never Die",0.525,0.429,0.964,163.06,0.2769999999999999,-4.09,0.178,0.00105,Calm
All Downhill From Here,0.7240000000000001,0.428,0.934,167.988,0.108,-4.061,0.0926,8.31e-05,Happy
Island,0.7090000000000001,0.569,0.953,110.994,0.342,-3.666,0.0437,0.011,Happy
Take Cover,0.3939999999999999,0.363,0.915,152.226,0.0948,-3.777,0.0522,0.0388,Angry
I Woke Up In A Car,0.573,0.5539999999999999,0.899,106.976,0.107,-6.122999999999999,0.0329,0.0025,Calm
The Plot to Bomb the Panhandle,0.4539999999999999,0.371,0.978,199.841,0.37,-4.188,0.0873,0.000304,Calm
Rollin' (Air Raid Vehicle),0.722,0.594,0.939,192.61,0.342,-3.143,0.153,0.00498,Happy
One Step Closer,0.5379999999999999,0.492,0.969,190.272,0.0787,-4.419,0.0491,0.0014,Calm
Somewhere On Fullerton,0.853,0.3989999999999999,0.911,193.894,0.109,-4.579,0.142,0.00506,Happy
Body Bag,0.613,0.573,0.938,116.552,0.337,-3.159,0.0969999999999999,0.0338,Happy
The Truth About Heaven,0.251,0.3389999999999999,0.893,184.182,0.121,-4.628,0.0786,0.000448,Angry
A Day Late,0.615,0.4629999999999999,0.59,168.52700000000002,0.0612,-11.720999999999998,0.0695,0.00224,Calm
Best Mistake,0.606,0.5429999999999999,0.965,110.016,0.3289999999999999,-3.718,0.124,0.000567,Happy
Act Appalled,0.28,0.38,0.924,153.99,0.176,-5.782,0.0719,0.000173,Angry
Writing On The Walls,0.171,0.358,0.959,183.876,0.356,-3.139,0.0874,0.00364,Angry
Given The Chance,0.813,0.581,0.8140000000000001,193.932,0.0877,-4.032,0.0525,0.00798,Happy
Hurricane,0.335,0.382,0.915,169.118,0.1159999999999999,-5.485,0.146,0.0012699999999999,Angry
It's Dangerous Business Walking Out Your Front Door,0.125,0.402,0.956,134.85,0.144,-3.672,0.309,0.00701,Angry
Smashed Into Pieces,0.413,0.493,0.659,184.566,0.119,-5.6160000000000005,0.0403,0.0055299999999999,Calm
Can't Kick Up The Roots,0.7709999999999999,0.31,0.976,113.249,0.222,-3.095,0.1159999999999999,0.000128,Happy
Voices,0.261,0.307,0.925,179.96200000000002,0.377,-3.918,0.0926,9.39e-05,Angry
Understatement,0.584,0.428,0.948,124.383,0.127,-4.121,0.0986,0.000137,Calm
I Want To Hear You Sad,0.743,0.507,0.748,185.306,0.176,-5.263999999999999,0.0303,0.00604,Happy
Take It Away,0.236,0.275,0.893,176.109,0.236,-5.415,0.387,0.000288,Angry
The Pharmacist,0.536,0.45,0.799,155.876,0.211,-5.063,0.0475,0.0252,Calm
Firefly,0.341,0.3929999999999999,0.934,194.932,0.337,-6.318,0.0918,0.013,Angry
We'rewolf,0.427,0.26,0.974,190.246,0.331,-4.5,0.144,2.95e-05,Calm
Mercy Me,0.805,0.472,0.88,162.171,0.354,-5.354,0.0495,0.0207,Happy
Right Back At It Again,0.353,0.288,0.991,169.607,0.0902,-3.976,0.312,0.000126,Angry
Dumpweed,0.6,0.465,0.947,201.43400000000003,0.12,-5.513,0.0883,0.00249,Happy
When Your Heart Stops Beating,0.431,0.416,0.967,171.032,0.0632,-2.289,0.109,0.000367,Calm
The Impression That I Get,0.696,0.418,0.945,181.174,0.23,-5.406000000000001,0.118,0.0991,Happy
American Hearts,0.52,0.342,0.865,174.361,0.266,-6.101,0.052,0.000152,Calm
Mass Pike,0.8220000000000001,0.451,0.8809999999999999,124.331,0.3279999999999999,-7.313,0.0375,0.0823,Happy
Welcome to Paradise,0.7170000000000001,0.37,0.96,178.856,0.0563,-4.162,0.0378,0.000241,Happy
Empty Space,0.593,0.493,0.931,104.52,0.272,-3.651,0.0478,5.27e-05,Calm
Duality,0.239,0.418,0.8909999999999999,155.94799999999998,0.228,-5.542999999999999,0.38,0.000452,Angry
Mess,0.6990000000000001,0.508,0.92,180.054,0.0853,-4.387,0.0489,7.23e-06,Happy
Hit Or Miss,0.602,0.418,0.986,175.347,0.236,-5.475,0.111,0.000157,Happy
My Name Is Jonas,0.58,0.295,0.94,186.186,0.276,-5.247000000000001,0.0449,0.00021,Calm
Came Out Swinging,0.396,0.325,0.887,206.674,0.125,-5.6770000000000005,0.166,0.0132,Angry
Holiday,0.359,0.231,0.96,174.83700000000002,0.366,-4.632,0.19,7.7e-05,Angry
Shoulder to the Wheel,0.555,0.35,0.958,190.501,0.314,-4.597,0.0949,0.000436,Calm
Understanding in a Car Crash,0.413,0.4,0.907,162.626,0.151,-4.956,0.1009999999999999,4.1e-05,Calm
Quicksand,0.223,0.349,0.995,189.936,0.0955,-2.622,0.143,0.000989,Angry
"Check Yes, Juliet",0.294,0.349,0.919,166.916,0.26,-4.124,0.0838,0.00415,Angry
Anthem,0.647,0.254,0.912,203.03,0.109,-5.1,0.175,0.00129,Happy
Cosmopolitan Blood Loss,0.27,0.292,0.902,186.202,0.375,-7.353,0.0692,7.03e-06,Angry
The Tension and the Terror,0.479,0.316,0.89,172.107,0.102,-3.255,0.0844,0.0359,Calm
Ain't It Fun,0.6729999999999999,0.61,0.893,208.062,0.021,-3.681,0.0921,0.154,Happy
Action & Action,0.3929999999999999,0.422,0.92,152.392,0.242,-4.874,0.0884,0.000137,Angry
Hand Grenade,0.362,0.471,0.964,187.762,0.239,-5.19,0.0552,1.59e-05,Angry
10 Seconds Too Late,0.501,0.2339999999999999,0.947,144.363,0.1689999999999999,-5.648,0.045,3.06e-06,Calm
Say It Ain't So,0.4589999999999999,0.635,0.435,152.196,0.071,-7.521,0.031,0.00328,Calm
