song_name,valence,danceability,energy,tempo,liveness,loudness,speechiness,acousticness,mood
Brooklyn's Own,0.495,0.731,0.815,187.21400000000003,0.225,-4.72,0.296,0.152,Calm
Terrorist Threats (feat. Danny Brown & Jhene Aiko),0.477,0.775,0.565,119.991,0.352,-8.394,0.179,0.288,Calm
2 Minute Freestyle,0.611,0.922,0.53,135.02,0.206,-7.652,0.369,0.00829,Calm
SPOT,0.57,0.799,0.462,111.792,0.104,-6.761,0.282,0.0664,Calm
Cousins (feat. JusBlow600),0.107,0.8420000000000001,0.473,168.15599999999998,0.109,-8.645,0.45,0.0095599999999999,Calm
shade of grey,0.7020000000000001,0.877,0.4539999999999999,159.892,0.1119999999999999,-10.493,0.523,0.17,Calm
MARKSMAN,0.662,0.8029999999999999,0.467,109.116,0.36,-7.571000000000001,0.141,0.148,Calm
Big Wulf,0.422,0.835,0.441,130.071,0.13,-10.951,0.171,0.271,Calm
Sacrifice (Kamiyada x King Yosef) [Prod. By The Wild Dutchman,0.287,0.261,0.882,191.871,0.153,-3.3960000000000004,0.245,0.00237,Angry
"just shut the f*** up for once, please... holy s***",0.628,0.72,0.934,168.00799999999998,0.115,-2.819,0.0712,0.0433,Happy
Hollow Man,0.563,0.6859999999999999,0.512,149.98,0.3879999999999999,-12.178,0.0862,0.0028399999999999,Calm
Troubled Future,0.6829999999999999,0.8029999999999999,0.62,145.029,0.348,-8.005,0.244,0.0231,Happy
Killing (feat. Terror Reid),0.246,0.72,0.731,130.02700000000002,0.246,-6.206,0.0617,0.00117,Angry
Free Crack (feat. YBN Almighty Jay & MyCrazyRO),0.7070000000000001,0.865,0.45,140.064,0.22,-8.979,0.3879999999999999,0.0624,Calm
That's A Fact (feat. Fivio Foreign & Mr. Swipey) - Remix,0.3929999999999999,0.75,0.677,150.322,0.292,-5.7620000000000005,0.286,0.0079099999999999,Angry
Packs In,0.273,0.7659999999999999,0.466,160.037,0.258,-8.812999999999999,0.514,0.0608,Calm
Russian Cream,0.5489999999999999,0.867,0.774,130.007,0.157,-5.791,0.315,0.11,Calm
These Days,0.684,0.84,0.619,116.0,0.248,-6.522,0.106,0.3339999999999999,Happy
Colors,0.4379999999999999,0.8,0.794,184.1,0.128,-5.551,0.23,0.146,Calm
Hot,0.381,0.888,0.5589999999999999,146.97899999999998,0.103,-5.468999999999999,0.493,0.1639999999999999,Calm
"All I Do Is Splash (feat. Wiz Khalifa, Sosamann)",0.573,0.754,0.7120000000000001,135.153,0.366,-6.61,0.214,0.243,Calm
Love$ick (feat. A$AP Rocky),0.721,0.625,0.763,177.50599999999997,0.214,-4.997,0.129,0.147,Happy
Tribe (with J. Cole),0.237,0.755,0.594,178.929,0.107,-5.906000000000001,0.216,0.241,Calm
Blessings - Extended Version,0.121,0.645,0.606,118.8,0.129,-8.074,0.512,0.292,Angry
Hit A Lick,0.141,0.611,0.633,160.12,0.356,-6.574,0.0378,0.000588,Angry
Momma I Hit A Lick (feat. Kendrick Lamar),0.4,0.7959999999999999,0.467,179.97400000000002,0.206,-6.292999999999999,0.34,0.2019999999999999,Calm
Meant For,0.261,0.6990000000000001,0.421,175.90599999999998,0.131,-9.864,0.192,0.297,Calm
"Thumbs Up (feat. Don Q, Cap 1)",0.406,0.787,0.7659999999999999,109.164,0.283,-4.941,0.285,0.0238,Calm
Arctic Tundra,0.392,0.6,0.72,160.02,0.331,-6.132000000000001,0.2239999999999999,0.00132,Angry
Bandz (Bye Bye Birdie) (feat. Lil Uzi Vert),0.152,0.7,0.562,150.039,0.114,-12.717,0.0866,0.0279999999999999,Calm
"Coast/Clear (feat. Joey Bada$$, Flatbush Zombies, Kirk Knight, Nyck Caution & Issa Gold)",0.5870000000000001,0.672,0.828,160.032,0.181,-5.959,0.13,0.0428,Calm
XXL FREESTYLE,0.182,0.496,0.816,178.52200000000002,0.285,-5.875,0.253,0.0303,Angry
HEARTEATER,0.61,0.7809999999999999,0.518,199.968,0.0522,-4.657,0.0297,0.0652,Calm
Child's Play,0.216,0.6920000000000001,0.743,149.998,0.105,-5.207000000000001,0.0348,0.0332,Angry
Do What I Want,0.3979999999999999,0.6809999999999999,0.701,139.952,0.208,-6.336,0.0767,0.106,Angry
Can't Touch Me,0.0776,0.792,0.467,170.012,0.105,-7.155,0.382,0.0579999999999999,Calm
Weigh Ins (feat. Rob Vicious),0.432,0.928,0.546,104.98,0.134,-7.712999999999999,0.344,0.178,Calm
ION (feat. Smokepurpp),0.904,0.899,0.593,155.881,0.213,-7.143,0.294,0.00837,Calm
DRIP DROP (feat. Cyhi The Prynce),0.349,0.6729999999999999,0.502,198.026,0.103,-6.645,0.432,0.127,Calm
Easy,0.455,0.807,0.544,144.955,0.2189999999999999,-6.4110000000000005,0.33,0.1669999999999999,Calm
Swervin,0.918,0.8,0.736,118.948,0.381,-4.277,0.0739,0.0199,Happy
Memory,0.1969999999999999,0.748,0.6940000000000001,115.044,0.331,-7.616,0.0861,0.0616,Angry
Brothers,0.768,0.883,0.478,121.035,0.0694,-10.306,0.236,0.401,Calm
87 Yams,0.8859999999999999,0.813,0.624,137.014,0.173,-3.427,0.103,0.0019,Happy
Boyfriends,0.358,0.718,0.816,170.03,0.0978,-2.967,0.178,0.134,Angry
Bank of America (Freestyle),0.185,0.6970000000000001,0.639,153.04399999999998,0.145,-5.088,0.0848,0.2,Angry
Green Gucci Suit (feat. Future),0.457,0.774,0.8370000000000001,194.086,0.304,-2.066,0.213,0.0404,Calm
Burn Rubber Again - Remix,0.377,0.835,0.57,199.928,0.0784,-9.479,0.109,0.113,Calm
Pompeii,0.5710000000000001,0.679,0.715,127.435,0.271,-6.382999999999999,0.0407,0.0755,Calm
Boys Will Be Bugs,0.4539999999999999,0.608,0.528,178.442,0.106,-11.722,0.0338,0.00387,Calm
Empty,0.43,0.7070000000000001,0.488,139.89,0.126,-7.71,0.293,0.291,Calm
Trust Issues,0.433,0.7959999999999999,0.449,155.016,0.364,-10.469,0.316,0.0155,Calm
Moves,0.38,0.812,0.522,151.048,0.154,-5.287000000000001,0.257,0.0433,Calm
Everyday We Lit (feat. PnB Rock),0.589,0.758,0.6459999999999999,155.955,0.0778,-4.7010000000000005,0.1119999999999999,0.128,Calm
Welcome To The Party,0.233,0.594,0.644,143.129,0.182,-7.271,0.133,0.012,Angry
That's Okay,0.3879999999999999,0.726,0.52,200.052,0.109,-9.17,0.2019999999999999,0.126,Calm
Girlfriend,0.407,0.8759999999999999,0.6579999999999999,159.986,0.107,-3.119,0.106,0.12,Calm
Pop Out,0.321,0.759,0.614,152.984,0.144,-8.742,0.287,0.0116,Angry
Feels Great (feat. Fetty Wap & CVBZ),0.296,0.522,0.833,180.009,0.127,-3.715,0.0575,0.0454,Angry
Ego,0.203,0.833,0.5670000000000001,127.995,0.0999,-5.16,0.1,0.188,Calm
Easy (feat. Wiz Khalifa),0.6559999999999999,0.78,0.649,176.99599999999998,0.3329999999999999,-5.024,0.0541,0.166,Happy
Why,0.611,0.598,0.873,148.393,0.208,-1.843,0.242,0.262,Happy
Gucci Adidas,0.588,0.6890000000000001,0.73,172.762,0.246,-9.739,0.429,0.00328,Calm
bad vibes forever,0.746,0.8,0.526,129.874,0.0571,-5.153,0.0716,0.3339999999999999,Calm
Ransom Notes,0.7290000000000001,0.823,0.597,165.987,0.105,-8.388,0.29,0.0969,Calm
Yacht Club (feat. Juice WRLD),0.457,0.721,0.508,159.911,0.153,-7.496,0.3939999999999999,0.317,Calm
Leave Me Alone,0.314,0.607,0.49,129.857,0.0926,-6.763999999999999,0.076,0.0053,Calm
Boy Red,0.148,0.696,0.6659999999999999,120.008,0.217,-2.431,0.0382,0.0376,Angry
Violence,0.0395,0.615,0.674,109.996,0.296,-7.991,0.0805,0.147,Angry
Guilty,0.0987,0.691,0.43,138.01,0.108,-13.083,0.0555,0.247,Calm
Thinking About Your Death,0.479,0.703,0.868,127.196,0.075,-5.589,0.0532,0.364,Calm
PvP,0.165,0.627,0.529,129.952,0.0598,-10.058,0.0365,0.00188,Calm
Game Over,0.2769999999999999,0.79,0.62,159.98,0.094,-8.218,0.2269999999999999,0.00108,Angry
Sticky,0.655,0.757,0.639,155.855,0.123,-5.915,0.381,0.0177,Happy
What You Know,0.316,0.8109999999999999,0.98,140.031,0.2269999999999999,-5.152,0.496,0.06,Angry
CoCo,0.178,0.8859999999999999,0.628,119.906,0.31,-5.949,0.131,0.00215,Angry
Otherside,0.513,0.4579999999999999,0.795,123.229,0.0756,-3.265,0.0574,0.00316,Calm
Whistle,0.75,0.754,0.933,103.992,0.297,-5.7860000000000005,0.0448,0.0199,Happy
Keep My Coo,0.0471,0.816,0.723,119.973,0.263,-7.02,0.0411,0.00618,Angry
UP LIKE AN INSOMNIAC - Freestyle,0.498,0.969,0.462,119.952,0.0688,-6.723,0.349,0.0847,Calm
1 Hell of a Life,0.623,0.857,0.6659999999999999,139.966,0.111,-5.9510000000000005,0.074,0.149,Happy
9k Freestyle,0.195,0.809,0.466,110.005,0.074,-7.05,0.1369999999999999,0.216,Calm
Play Wit Yo' Bitch,0.2769999999999999,0.784,0.4589999999999999,151.94799999999998,0.25,-7.614,0.311,0.00469,Calm
Ride Out (feat. Lil Yachty),0.7190000000000001,0.815,0.493,159.889,0.0876,-8.318999999999999,0.3989999999999999,0.0211,Calm
Turned into Sumthin,0.523,0.8320000000000001,0.7909999999999999,133.947,0.287,-4.167,0.174,0.0126,Calm
Coffee & a Glock,0.506,0.922,0.579,189.828,0.168,-7.106,0.373,0.0262,Calm
Water on Water on Water,0.382,0.919,0.56,141.001,0.0963,-5.221,0.3,0.0118,Calm
Drums Drums Drums,0.466,0.851,0.598,176.942,0.376,-7.51,0.253,0.0333,Calm
Club House,0.45,0.69,0.5529999999999999,170.862,0.0547,-9.928,0.267,0.0169,Calm
Noddin' Off,0.111,0.8740000000000001,0.5770000000000001,147.92,0.0957,-9.151,0.499,0.186,Calm
COOLER THAN A BITCH (feat. Roddy Ricch),0.618,0.8370000000000001,0.586,117.066,0.134,-8.521,0.0807,0.281,Calm
Tric Or Treat,0.901,0.967,0.7659999999999999,115.013,0.191,-5.3020000000000005,0.131,0.206,Happy
Tulane,0.496,0.7709999999999999,0.731,105.946,0.37,-5.021,0.1369999999999999,0.0746,Calm
Good Life,0.2789999999999999,0.797,0.515,180.024,0.0926,-9.115,0.0974,0.0406,Calm
Bussin (feat. Lil Pump),0.6,0.904,0.644,106.989,0.132,-8.0,0.265,0.00968,Happy
DRIP,0.4589999999999999,0.8590000000000001,0.368,143.01,0.115,-11.284,0.0764,0.252,Calm
Badonk (feat. Ying Yang Twins),0.521,0.799,0.742,200.136,0.0821,-3.2030000000000003,0.181,0.044,Calm
Death of 150,0.593,0.768,0.755,168.05900000000003,0.36,-2.841,0.3929999999999999,0.102,Calm
Scottie Pippen,0.5660000000000001,0.7340000000000001,0.863,130.06,0.103,-3.104,0.3339999999999999,0.159,Calm
THRESH,0.0572,0.6509999999999999,0.6459999999999999,168.15099999999998,0.239,-6.007999999999999,0.0489,0.00479,Angry
Ion Know Nothing (feat. Ohgeesy),0.359,0.728,0.5870000000000001,183.92,0.1939999999999999,-8.339,0.367,0.0551,Calm
100 Days,0.327,0.675,0.6559999999999999,146.064,0.13,-10.209,0.0464,0.0518,Angry
L.A. Vibe,0.326,0.768,0.691,124.987,0.182,-8.044,0.206,0.201,Angry
Super Smash Bros,0.518,0.562,0.816,187.102,0.142,-6.9910000000000005,0.3879999999999999,0.196,Calm
It's Whatever,0.351,0.8059999999999999,0.8320000000000001,140.053,0.0997,-3.906,0.288,0.0115,Angry
Tortuga,0.422,0.782,0.6409999999999999,110.02,0.109,-5.836,0.0571,0.00396,Calm
Downer,0.395,0.367,0.799,166.65400000000002,0.135,-5.494,0.108,0.0373,Angry
Lick the Sweat off My Nuts,0.273,0.906,0.675,123.963,0.0728,-7.59,0.106,0.131,Angry
Got Six on It,0.481,0.7979999999999999,0.645,170.018,0.142,-10.105,0.141,0.084,Calm
Right Foot Rick,0.667,0.965,0.498,125.923,0.107,-4.276,0.193,0.109,Calm
Cycle of Death,0.181,0.8190000000000001,0.738,119.272,0.134,-5.541,0.0846,0.0887,Angry
Repeat,0.524,0.7909999999999999,0.531,173.02,0.0923,-8.999,0.188,0.0186,Calm
Chernobyl,0.207,0.6659999999999999,0.5770000000000001,148.107,0.129,-10.658,0.0687,0.017,Calm
Spring,0.3229999999999999,0.8220000000000001,0.738,150.004,0.102,-4.75,0.0391,0.302,Angry
Bed,0.622,0.8190000000000001,0.82,164.00599999999997,0.179,-5.0,0.171,0.104,Happy
Faces of Terror,0.1939999999999999,0.632,0.73,145.966,0.3879999999999999,-8.658,0.0576,0.0195,Angry
"Yes I Can Actually Rap, You Fucking Idiot (Freestyle) [Prod. LeftField]",0.5479999999999999,0.483,0.722,173.93599999999998,0.211,-8.197000000000001,0.337,0.00235,Calm
God Dam,0.643,0.6970000000000001,0.723,159.961,0.107,-5.337999999999999,0.0829,0.06,Happy
Delusional Shone,0.3939999999999999,0.731,0.606,119.994,0.135,-7.41,0.0327,0.00773,Angry
Music for the Visually Impaired,0.54,0.804,0.639,108.048,0.138,-9.229,0.292,0.374,Calm
Tostitos,0.384,0.794,0.526,175.99,0.131,-9.599,0.147,0.201,Calm
Gone Fishin' (feat. Scrim),0.119,0.782,0.3979999999999999,187.98,0.0954,-9.099,0.143,0.119,Sad
Vincent Van Gogh Ain't Got Shit On Me,0.108,0.5479999999999999,0.6779999999999999,199.736,0.273,-7.909,0.336,0.141,Angry
BlastZone (ЗонаПоражения),0.157,0.845,0.629,125.98,0.102,-7.752000000000001,0.0735,0.0133,Angry
Pk Fire,0.726,0.757,0.526,142.037,0.226,-10.104,0.25,0.0898,Calm
AM/PM,0.34,0.701,0.555,200.115,0.108,-8.142000000000001,0.518,0.244,Calm
Mia Wallace,0.421,0.545,0.472,139.876,0.276,-12.065,0.261,0.0119,Calm
COLOSSAL CONFLICT,0.598,0.541,0.935,121.578,0.131,-1.138,0.425,0.0299,Calm
#itsEazy,0.312,0.727,0.6859999999999999,188.037,0.109,-5.238,0.178,0.2019999999999999,Angry
Stone Cold,0.359,0.735,0.7190000000000001,130.03799999999998,0.342,-5.358,0.049,0.37,Angry
Knuckle Up,0.408,0.733,0.652,160.016,0.236,-12.466,0.0689,0.00305,Calm
Xbox Gamer,0.741,0.846,0.442,161.952,0.115,-8.257,0.49,0.0121,Calm
Pack,0.785,0.758,0.809,144.97299999999998,0.3779999999999999,-4.964,0.163,0.185,Happy
The Purge,0.326,0.6629999999999999,0.848,120.977,0.145,-4.03,0.0955,0.0299,Angry
Bad Habits,0.675,0.782,0.6679999999999999,161.002,0.106,-6.551,0.217,0.00308,Happy
Stormin tha Gatez,0.477,0.727,0.7559999999999999,184.016,0.286,-3.994,0.182,0.0834,Calm
Fuck A Hook,0.722,0.909,0.295,139.955,0.144,-10.421,0.476,0.221,Calm
Dracula,0.588,0.502,0.568,185.893,0.11,-7.872000000000001,0.497,0.4529999999999999,Calm
FTP,0.395,0.768,0.506,199.956,0.349,-8.749,0.236,0.0136,Calm
MEGAN,0.402,0.621,0.578,164.868,0.221,-7.968,0.3379999999999999,0.16,Calm
Moment of Silence,0.3779999999999999,0.754,0.8290000000000001,182.006,0.135,-6.063,0.176,0.0211,Angry
Brazy Krazy (with Lil Durk),0.514,0.855,0.511,135.88299999999998,0.13,-10.158,0.276,0.0137,Calm
Losses,0.308,0.8109999999999999,0.546,164.12900000000002,0.109,-6.977,0.345,0.0334,Calm
Durkio (feat. Lil Durk),0.4029999999999999,0.8270000000000001,0.65,147.928,0.0935,-4.956,0.3429999999999999,0.0457,Calm
Zombie (feat. NLE Choppa & DB Omerta),0.452,0.823,0.659,149.998,0.0868,-3.619,0.179,0.431,Calm
Gadgets,0.0643,0.606,0.725,200.054,0.3429999999999999,-7.532,0.0774,0.00299,Angry
Satish,0.617,0.7509999999999999,0.679,196.028,0.315,-7.917000000000001,0.222,0.294,Happy
When I Get It (feat. Young Thug),0.6409999999999999,0.8690000000000001,0.7759999999999999,163.058,0.0642,-5.549,0.307,0.0386,Happy
I Think I'm Ian Read,0.0596,0.86,0.483,107.924,0.307,-6.367000000000001,0.105,0.272,Calm
6 Feet,0.539,0.6459999999999999,0.963,149.987,0.309,-0.092,0.288,0.00498,Calm
Dark Web,0.411,0.507,0.706,179.87,0.0935,-6.726,0.205,0.0143,Calm
Waste,0.856,0.871,0.945,139.13,0.0759,-4.422,0.287,0.122,Happy
Happy Birthday Germ (feat. Shakewell & Germ),0.492,0.856,0.706,123.991,0.174,-5.16,0.162,0.369,Calm
Shattered Amethyst,0.182,0.8059999999999999,0.7020000000000001,105.975,0.3229999999999999,-6.643,0.0688,0.2739999999999999,Angry
Excuse Yee,0.1669999999999999,0.918,0.413,120.019,0.0986,-8.623,0.205,0.1159999999999999,Calm
MOUTHGUARD,0.289,0.8420000000000001,0.622,149.988,0.19,-4.067,0.309,0.0784,Angry
Yamborghini High (feat. Juicy J),0.635,0.838,0.765,137.767,0.0779,-6.299,0.28,0.0283,Happy
Dynamic Duo,0.367,0.506,0.889,129.936,0.119,-4.891,0.359,0.293,Angry
WhoGoesThere,0.156,0.809,0.545,109.971,0.187,-11.488,0.0432,0.128,Calm
5 on the Dot (feat. Xavier Wulf & Bankroll Rico),0.563,0.885,0.525,153.97799999999998,0.0958,-8.338,0.416,0.00942,Calm
Beavis and Butthead,0.345,0.664,0.59,110.981,0.1159999999999999,-13.022,0.449,0.444,Calm
You Know,0.96,0.879,0.882,145.02,0.294,-7.298999999999999,0.168,0.0451,Happy
Doozy,0.283,0.835,0.532,122.991,0.125,-9.143,0.1669999999999999,0.385,Calm
Shinobi,0.177,0.7909999999999999,0.55,162.039,0.111,-7.914,0.293,0.0836,Calm
Clever,0.103,0.737,0.953,104.978,0.111,-7.461,0.152,0.0349,Angry
Prayers (feat. Bones),0.491,0.3779999999999999,0.612,120.102,0.322,-9.769,0.245,0.0263,Calm
Push It Back,0.595,0.821,0.7440000000000001,146.047,0.233,-7.879,0.34,0.073,Calm
CYKA,0.355,0.617,0.7959999999999999,151.606,0.168,-6.551,0.2019999999999999,0.00045,Angry
GladWeHaveAnUnderstanding,0.0395,0.441,0.25,179.64700000000002,0.0922,-13.296,0.0463,0.144,Sad
Digging Through My Flesh,0.447,0.6629999999999999,0.696,172.00099999999998,0.0618,-9.222,0.228,0.00292,Calm
Swipe Lesson 1,0.252,0.544,0.6629999999999999,188.063,0.13,-8.761000000000001,0.38,0.0922,Angry
Mobbin,0.777,0.809,0.667,146.977,0.19,-7.297999999999999,0.252,0.0899,Happy
Yeezys,0.456,0.71,0.836,194.692,0.133,-5.662000000000001,0.327,0.19,Calm
Nasty,0.764,0.908,0.894,149.928,0.0801,-4.604,0.3289999999999999,0.272,Happy
No Disappointments,0.3,0.5820000000000001,0.868,126.083,0.146,-6.577999999999999,0.322,0.0446,Angry
Disinfected,0.1989999999999999,0.8220000000000001,0.368,200.002,0.095,-10.272,0.0411,0.3879999999999999,Sad
Fold,0.369,0.8109999999999999,0.573,129.975,0.0996,-7.342,0.0867,0.147,Calm
Dynamic Duo 2,0.604,0.5589999999999999,0.813,206.5,0.131,-7.278,0.379,0.0717,Happy
Goated,0.609,0.76,0.888,131.85399999999998,0.349,-3.907,0.309,0.312,Happy
Hardly Breathe,0.0864,0.7609999999999999,0.705,193.946,0.175,-3.4130000000000003,0.2289999999999999,0.0415,Angry
Dark Web,0.4539999999999999,0.6679999999999999,0.631,180.058,0.0838,-7.739,0.0993,0.00716,Calm
The 7th Floor,0.0561,0.4679999999999999,0.537,171.821,0.113,-2.176,0.0339,0.0001899999999999,Calm
Failure By Design,0.192,0.8690000000000001,0.6509999999999999,115.01,0.094,-5.359,0.0474,0.0871,Angry
You Can Keep Calling but I Won't Answer,0.66,0.89,0.513,120.044,0.353,-11.140999999999998,0.128,0.23,Calm
1,0.1669999999999999,0.809,0.5329999999999999,111.941,0.0916,-8.161,0.0678,0.0289,Calm
Killing Spree,0.483,0.484,0.932,109.514,0.0728,-4.31,0.355,0.3779999999999999,Calm
Renegade II,0.296,0.621,0.862,140.636,0.3829999999999999,-8.921,0.413,0.0183,Angry
Gloom,0.147,0.828,0.687,147.97799999999998,0.106,-6.119,0.211,0.331,Angry
Falling Down - Bonus Track,0.273,0.669,0.574,120.013,0.146,-6.442,0.0286,0.0175,Calm
Catch Me Outside,0.635,0.941,0.6459999999999999,111.994,0.276,-6.0920000000000005,0.255,0.166,Happy
OK (feat. Lil Pump),0.624,0.875,0.578,145.998,0.22,-7.657999999999999,0.382,0.0129,Calm
Thonix,0.618,0.8590000000000001,0.752,140.109,0.108,-1.165,0.1169999999999999,0.16,Happy
Black Helicopters,0.649,0.634,0.81,176.918,0.0736,-4.908,0.127,0.106,Happy
Rock With Us,0.3929999999999999,0.792,0.545,203.948,0.108,-10.705,0.0846,0.0139,Calm
Deadly Combination (feat. 2Pac),0.628,0.901,0.513,182.954,0.267,-10.029,0.305,0.0913,Calm
On The Eve Of War (Meldrick Taylor Mix),0.737,0.669,0.884,189.75,0.235,-3.011,0.231,0.0175,Happy
Delorean,0.524,0.366,0.916,181.068,0.0771,-5.609,0.428,0.316,Calm
Dear God,0.472,0.722,0.642,117.037,0.14,-10.02,0.289,0.3829999999999999,Calm
Where The Hood At,0.7609999999999999,0.537,0.948,186.057,0.356,-3.08,0.38,0.158,Happy
Big Poppa - 2005 Remaster,0.758,0.778,0.578,168.97400000000002,0.138,-7.22,0.2739999999999999,0.432,Calm
"Suicide Bomb Ft. the Beatnuts, Al Tariq, Marly Metal & Moonshine",0.6890000000000001,0.537,0.759,185.439,0.123,-4.782,0.3389999999999999,0.145,Happy
I Against I,0.521,0.7170000000000001,0.743,182.512,0.0982,-5.696000000000001,0.265,0.358,Calm
Smoke Some Weed,0.485,0.741,0.8490000000000001,171.92,0.104,-4.407,0.242,0.021,Calm
Big Checks (feat. YG),0.29,0.6940000000000001,0.597,160.009,0.367,-6.614,0.1169999999999999,0.0664,Calm
Fuck Tha Police,0.857,0.8590000000000001,0.75,197.382,0.0538,-8.325,0.303,0.0193,Happy
Red Hook Day,0.667,0.7709999999999999,0.812,183.77,0.0408,-5.1,0.322,0.193,Happy
Playin' with Fire (feat. Styles of Beyond & Apathy),0.685,0.715,0.923,193.986,0.287,-6.017,0.268,0.0887,Happy
Dynamite!,0.624,0.871,0.4529999999999999,188.198,0.178,-7.978,0.299,0.0272,Calm
Street Veteran Part 2 (feat. Ill Bill & Necro),0.5710000000000001,0.906,0.596,182.054,0.136,-8.003,0.457,0.089,Calm
WOAH,0.3389999999999999,0.7809999999999999,0.7759999999999999,163.972,0.0928,-4.92,0.0535,0.162,Angry
Rise Of The Machines,0.804,0.8109999999999999,0.903,187.716,0.187,-6.202000000000001,0.2689999999999999,0.0737,Happy
Drug Music,0.665,0.917,0.8170000000000001,195.926,0.166,-6.13,0.291,0.0614,Happy
Android 18,0.286,0.906,0.426,127.944,0.111,-11.357,0.1669999999999999,0.0683,Calm
The Navy,0.812,0.7859999999999999,0.524,143.08700000000002,0.249,-9.291,0.306,0.00732,Calm
Weapons of Mass Destruction,0.627,0.848,0.7809999999999999,195.884,0.0992,-6.146,0.272,0.0624,Happy
Pay Homage,0.8370000000000001,0.738,0.86,185.984,0.212,-4.077,0.263,0.204,Happy
"Shook Ones, Pt. II",0.504,0.763,0.7859999999999999,187.71400000000003,0.0817,-6.472,0.2289999999999999,0.0146,Calm
Rag Round My Skull,0.172,0.81,0.49,108.973,0.127,-8.751,0.139,0.162,Calm
Thugcore Cowboy,0.7240000000000001,0.777,0.795,193.836,0.325,-2.564,0.2,0.0703,Happy
Runnin' (Dying To Live),0.6679999999999999,0.544,0.805,166.06099999999998,0.145,-2.765,0.408,0.0497,Happy
Still Don't Give A Fuck,0.599,0.66,0.857,180.002,0.354,-4.055,0.405,0.115,Calm
Tissue (Тишью),0.123,0.6679999999999999,0.414,109.974,0.119,-10.428,0.0366,0.1369999999999999,Calm
Knife In Your Spine - Satanic Wordplay,0.6409999999999999,0.8,0.745,187.958,0.0833,-6.712000000000001,0.223,0.237,Happy
"Whoa, I'm Woeful",0.367,0.621,0.578,127.912,0.351,-6.69,0.162,0.00843,Calm
Zech 12:10 (Something to Murder To),0.106,0.706,0.452,149.964,0.114,-10.722,0.0334,0.0045,Calm
Lamborghini Getaway,0.1939999999999999,0.794,0.685,139.977,0.0818,-5.727,0.375,0.0625,Angry
Now a Days,0.3289999999999999,0.6829999999999999,0.5720000000000001,179.90599999999998,0.3429999999999999,-9.446,0.0906,0.0812,Calm
SOUL BURN,0.174,0.8340000000000001,0.736,150.724,0.119,-3.803,0.198,0.00349,Angry
Dellamorte Dellamore,0.087,0.792,0.593,127.968,0.0738,-5.087,0.0594,0.0081599999999999,Calm
That's My Baby (feat. Pouya),0.261,0.731,0.486,139.968,0.111,-7.718999999999999,0.0347,0.106,Calm
I Got A Stick,0.411,0.72,0.6559999999999999,163.886,0.27,-6.968999999999999,0.294,0.102,Calm
TYT,0.547,0.959,0.5770000000000001,129.965,0.0616,-8.639,0.267,0.105,Calm
Gasolina,0.171,0.73,0.5670000000000001,119.997,0.105,-8.085,0.0587,0.000319,Calm
Cocky (feat. London On Da Track),0.5770000000000001,0.797,0.633,156.015,0.109,-4.815,0.238,0.223,Calm
No Role Modelz,0.4629999999999999,0.6920000000000001,0.521,200.9,0.0565,-8.465,0.33,0.301,Calm
Met Gala (feat. Offset),0.352,0.8170000000000001,0.5870000000000001,140.062,0.185,-6.502000000000001,0.108,0.052,Calm
Get The Fuck Off My Dick,0.479,0.925,0.725,133.004,0.0983,-5.932,0.154,0.085,Calm
I Sip,0.54,0.645,0.546,199.988,0.111,-11.185,0.36,0.198,Calm
25 Lighters,0.7959999999999999,0.889,0.5870000000000001,151.998,0.0919,-9.289,0.423,0.0363,Calm
Gucci On My,0.0914,0.929,0.362,140.037,0.0947,-5.312,0.242,0.185,Sad
What If,0.187,0.684,0.597,132.942,0.138,-5.357,0.0344,0.0523,Calm
Midnight,0.2689999999999999,0.568,0.607,190.112,0.0972,-7.438,0.108,0.0867,Angry
Shinnit (feat. Asian Doll),0.586,0.807,0.426,155.1,0.0916,-9.957,0.181,0.00311,Calm
The Age of Sacred Terror,0.3389999999999999,0.66,0.872,188.528,0.352,-4.159,0.235,0.00292,Angry
Out,0.373,0.866,0.4379999999999999,167.984,0.0839,-7.134,0.2339999999999999,0.0286,Calm
lit like candle,0.241,0.7,0.728,137.003,0.0721,-10.056,0.369,0.3279999999999999,Angry
Uncommon Valor: A Vietnam Story,0.65,0.764,0.877,186.422,0.298,-7.009,0.3289999999999999,0.133,Happy
Lions In The Forest,0.526,0.415,0.949,120.58,0.314,-3.083,0.3,0.0547,Calm
Lyrical Swords,0.665,0.831,0.626,186.62,0.283,-4.467,0.276,0.0684,Happy
Purple Pills,0.752,0.774,0.634,125.223,0.29,-5.941,0.1669999999999999,0.0199,Happy
Bklu Flaggin,0.179,0.555,0.736,137.987,0.241,-5.122999999999999,0.0372,0.0629,Angry
king of the pumpkin patch,0.5329999999999999,0.648,0.804,170.076,0.239,-5.046,0.174,0.00615,Calm
Battle Cry,0.735,0.594,0.913,184.076,0.284,-4.545,0.294,0.0457,Happy
So Organic,0.183,0.774,0.5489999999999999,159.944,0.318,-8.124,0.198,0.188,Calm
Thousand Ways,0.4579999999999999,0.913,0.522,190.122,0.12,-7.222,0.34,0.111,Calm
NBAYOUNGBOAT,0.364,0.769,0.807,164.84400000000002,0.111,-2.966,0.306,0.0515,Angry
Rock,0.6579999999999999,0.852,0.691,122.23,0.0517,-5.175,0.139,0.0375,Happy
